Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name
Jakarta South,PM2.5 - Principal,2022-12-08 02:00 PM,2022,12,08,14,34.4,98,Moderate,29.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-08 03:00 PM,2022,12,08,15,25.2,79,Moderate,16.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-08 04:00 PM,2022,12,08,16,20.6,69,Moderate,16.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-08 05:00 PM,2022,12,08,17,23.8,76,Moderate,27.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-08 06:00 PM,2022,12,08,18,26.9,82,Moderate,30.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-08 07:00 PM,2022,12,08,19,26.4,81,Moderate,26.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-08 08:00 PM,2022,12,08,20,26.2,81,Moderate,26.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-08 09:00 PM,2022,12,08,21,31.1,91,Moderate,36.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-08 10:00 PM,2022,12,08,22,35.5,101,Unhealthy for Sensitive Groups,40.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-08 11:00 PM,2022,12,08,23,36.7,104,Unhealthy for Sensitive Groups,38.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-09 12:00 AM,2022,12,09,00,38.8,109,Unhealthy for Sensitive Groups,41.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-09 01:00 AM,2022,12,09,01,42.9,119,Unhealthy for Sensitive Groups,47.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-09 02:00 AM,2022,12,09,02,50.9,139,Unhealthy for Sensitive Groups,59.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-09 03:00 AM,2022,12,09,03,56.4,151,Unhealthy,62.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-09 04:00 AM,2022,12,09,04,63.2,155,Unhealthy,70.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-09 05:00 AM,2022,12,09,05,69.1,158,Unhealthy,75.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-09 06:00 AM,2022,12,09,06,75.0,161,Unhealthy,81.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-09 07:00 AM,2022,12,09,07,83.5,165,Unhealthy,92.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-09 08:00 AM,2022,12,09,08,88.7,168,Unhealthy,94.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-09 09:00 AM,2022,12,09,09,87.3,167,Unhealthy,86.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-09 10:00 AM,2022,12,09,10,57.1,152,Unhealthy,27.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-09 11:00 AM,2022,12,09,11,41.0,115,Unhealthy for Sensitive Groups,25.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-09 12:00 PM,2022,12,09,12,31.0,91,Moderate,21.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-09 01:00 PM,2022,12,09,13,21.0,70,Moderate,11.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-09 02:00 PM,2022,12,09,14,17.5,62,Moderate,14.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-09 03:00 PM,2022,12,09,15,19.2,66,Moderate,21.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-09 04:00 PM,2022,12,09,16,15.1,57,Moderate,11.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-09 05:00 PM,2022,12,09,17,16.0,59,Moderate,17.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-09 06:00 PM,2022,12,09,18,17.5,62,Moderate,19.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-09 07:00 PM,2022,12,09,19,25.7,80,Moderate,34.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-09 08:00 PM,2022,12,09,20,26.3,81,Moderate,27.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-09 09:00 PM,2022,12,09,21,26.6,81,Moderate,27.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-09 10:00 PM,2022,12,09,22,20.8,69,Moderate,15.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-09 11:00 PM,2022,12,09,23,18.9,65,Moderate,17.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-10 12:00 AM,2022,12,10,00,21.4,71,Moderate,24.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-10 01:00 AM,2022,12,10,01,27.7,84,Moderate,34.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-10 02:00 AM,2022,12,10,02,24.3,77,Moderate,21.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-10 03:00 AM,2022,12,10,03,24.1,76,Moderate,24.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-10 04:00 AM,2022,12,10,04,22.5,73,Moderate,21.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-10 05:00 AM,2022,12,10,05,22.2,72,Moderate,22.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-10 06:00 AM,2022,12,10,06,23.6,75,Moderate,25.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-10 07:00 AM,2022,12,10,07,26.8,82,Moderate,30.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-10 08:00 AM,2022,12,10,08,27.9,84,Moderate,29.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-10 09:00 AM,2022,12,10,09,23.4,75,Moderate,19.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-10 10:00 AM,2022,12,10,10,16.2,60,Moderate,9.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-10 11:00 AM,2022,12,10,11,11.6,48,Good,7.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-10 12:00 PM,2022,12,10,12,8.8,37,Good,6.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-10 01:00 PM,2022,12,10,13,7.3,30,Good,6.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-10 02:00 PM,2022,12,10,14,5.6,23,Good,4.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-10 03:00 PM,2022,12,10,15,7.3,30,Good,9.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-10 04:00 PM,2022,12,10,16,10.6,44,Good,14.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-10 05:00 PM,2022,12,10,17,20.8,69,Moderate,31.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-10 06:00 PM,2022,12,10,18,27.4,83,Moderate,34.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-10 07:00 PM,2022,12,10,19,27.7,84,Moderate,28.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-10 08:00 PM,2022,12,10,20,23.3,75,Moderate,19.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-10 09:00 PM,2022,12,10,21,20.6,69,Moderate,18.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-10 10:00 PM,2022,12,10,22,20.8,69,Moderate,21.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-10 11:00 PM,2022,12,10,23,23.9,76,Moderate,27.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-11 12:00 AM,2022,12,11,00,30.4,89,Moderate,37.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-11 01:00 AM,2022,12,11,01,29.2,87,Moderate,28.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-11 02:00 AM,2022,12,11,02,23.6,75,Moderate,18.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-11 03:00 AM,2022,12,11,03,18.8,65,Moderate,14.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-11 04:00 AM,2022,12,11,04,13.4,54,Moderate,8.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-11 05:00 AM,2022,12,11,05,14.7,56,Moderate,16.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-11 06:00 AM,2022,12,11,06,15.3,58,Moderate,16.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-11 07:00 AM,2022,12,11,07,22.1,72,Moderate,29.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-11 08:00 AM,2022,12,11,08,25.5,79,Moderate,29.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-11 09:00 AM,2022,12,11,09,18.7,65,Moderate,12.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-11 10:00 AM,2022,12,11,10,18.3,64,Moderate,18.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-11 11:00 AM,2022,12,11,11,20.1,68,Moderate,22.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-11 12:00 PM,2022,12,11,12,16.0,59,Moderate,12.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-11 01:00 PM,2022,12,11,13,16.0,59,Moderate,16.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-11 02:00 PM,2022,12,11,14,14.0,55,Moderate,12.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-11 03:00 PM,2022,12,11,15,11.5,48,Good,9.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-11 04:00 PM,2022,12,11,16,11.2,47,Good,11.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-11 05:00 PM,2022,12,11,17,11.6,48,Good,12.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-11 06:00 PM,2022,12,11,18,12.3,51,Moderate,13.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-11 07:00 PM,2022,12,11,19,17.6,63,Moderate,23.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-11 08:00 PM,2022,12,11,20,15.8,59,Moderate,14.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-11 09:00 PM,2022,12,11,21,12.9,53,Moderate,10.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-11 10:00 PM,2022,12,11,22,12.9,53,Moderate,13.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-11 11:00 PM,2022,12,11,23,13.4,54,Moderate,14.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-12 12:00 AM,2022,12,12,00,12.2,51,Moderate,11.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-12 01:00 AM,2022,12,12,01,10.6,44,Good,9.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-12 02:00 AM,2022,12,12,02,8.8,37,Good,7.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-12 03:00 AM,2022,12,12,03,5.9,25,Good,3.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-12 04:00 AM,2022,12,12,04,3.9,16,Good,2.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-12 05:00 AM,2022,12,12,05,4.4,18,Good,5.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-12 06:00 AM,2022,12,12,06,5.2,22,Good,6.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-12 07:00 AM,2022,12,12,07,11.6,48,Good,18.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-12 08:00 AM,2022,12,12,08,15.8,59,Moderate,20.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-12 09:00 AM,2022,12,12,09,17.9,63,Moderate,20.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-12 10:00 AM,2022,12,12,10,19.4,66,Moderate,21.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-12 11:00 AM,2022,12,12,11,18.7,65,Moderate,18.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-12 12:00 PM,2022,12,12,12,15.8,59,Moderate,13.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-12 01:00 PM,2022,12,12,13,13.9,55,Moderate,12.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-12 02:00 PM,2022,12,12,14,11.9,50,Good,10.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-12 03:00 PM,2022,12,12,15,12.9,53,Moderate,14.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-12 04:00 PM,2022,12,12,16,12.9,53,Moderate,13.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-12 05:00 PM,2022,12,12,17,11.9,50,Good,11.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-12 06:00 PM,2022,12,12,18,17.0,61,Moderate,22.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-12 07:00 PM,2022,12,12,19,18.5,64,Moderate,20.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-12 08:00 PM,2022,12,12,20,18.2,64,Moderate,18.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-12 09:00 PM,2022,12,12,21,12.1,51,Moderate,6.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-12 10:00 PM,2022,12,12,22,10.0,42,Good,8.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-12 11:00 PM,2022,12,12,23,10.0,42,Good,10.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-13 12:00 AM,2022,12,13,00,12.0,50,Good,14.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-13 01:00 AM,2022,12,13,01,14.5,56,Moderate,17.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-13 02:00 AM,2022,12,13,02,16.7,61,Moderate,19.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-13 03:00 AM,2022,12,13,03,17.8,63,Moderate,19.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-13 04:00 AM,2022,12,13,04,11.9,50,Good,6.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-13 05:00 AM,2022,12,13,05,8.9,37,Good,6.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-13 06:00 AM,2022,12,13,06,9.9,41,Good,11.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-13 07:00 AM,2022,12,13,07,11.9,50,Good,14.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-13 08:00 AM,2022,12,13,08,17.4,62,Moderate,23.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-13 09:00 AM,2022,12,13,09,15.7,59,Moderate,14.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-13 10:00 AM,2022,12,13,10,12.8,52,Moderate,10.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-13 11:00 AM,2022,12,13,11,11.4,48,Good,10.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-13 12:00 PM,2022,12,13,12,10.2,43,Good,9.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-13 01:00 PM,2022,12,13,13,10.6,44,Good,11.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-13 02:00 PM,2022,12,13,14,10.8,45,Good,11.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-13 03:00 PM,2022,12,13,15,8.4,35,Good,6.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-13 04:00 PM,2022,12,13,16,6.1,25,Good,4.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-13 05:00 PM,2022,12,13,17,6.0,25,Good,6.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-13 06:00 PM,2022,12,13,18,19.0,66,Moderate,32.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-13 07:00 PM,2022,12,13,19,20.5,69,Moderate,22.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-13 08:00 PM,2022,12,13,20,16.7,61,Moderate,13.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-13 09:00 PM,2022,12,13,21,18.8,65,Moderate,21.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-13 10:00 PM,2022,12,13,22,19.4,66,Moderate,20.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-13 11:00 PM,2022,12,13,23,18.2,64,Moderate,17.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-14 12:00 AM,2022,12,14,00,14.6,56,Moderate,11.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-14 01:00 AM,2022,12,14,01,11.8,49,Good,9.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-14 02:00 AM,2022,12,14,02,14.4,56,Moderate,17.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-14 03:00 AM,2022,12,14,03,15.2,58,Moderate,16.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-14 04:00 AM,2022,12,14,04,13.6,54,Moderate,12.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-14 05:00 AM,2022,12,14,05,12.3,51,Moderate,11.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-14 06:00 AM,2022,12,14,06,9.6,40,Good,7.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-14 07:00 AM,2022,12,14,07,14.8,57,Moderate,20.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-14 08:00 AM,2022,12,14,08,19.4,66,Moderate,24.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-14 09:00 AM,2022,12,14,09,18.2,64,Moderate,17.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-14 10:00 AM,2022,12,14,10,14.6,56,Moderate,11.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-14 11:00 AM,2022,12,14,11,14.8,57,Moderate,15.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-14 12:00 PM,2022,12,14,12,14.4,56,Moderate,14.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-14 01:00 PM,2022,12,14,13,15.2,58,Moderate,16.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-14 02:00 PM,2022,12,14,14,13.0,53,Moderate,11.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-14 03:00 PM,2022,12,14,15,11.5,48,Good,10.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-14 04:00 PM,2022,12,14,16,10.7,45,Good,10.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-14 05:00 PM,2022,12,14,17,13.8,55,Moderate,17.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-14 06:00 PM,2022,12,14,18,15.9,59,Moderate,18.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-14 07:00 PM,2022,12,14,19,30.4,89,Moderate,45.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-14 08:00 PM,2022,12,14,20,23.7,75,Moderate,17.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-14 09:00 PM,2022,12,14,21,18.3,64,Moderate,13.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-14 10:00 PM,2022,12,14,22,13.6,54,Moderate,9.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-14 11:00 PM,2022,12,14,23,11.8,49,Good,10.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-15 12:00 AM,2022,12,15,00,10.4,43,Good,9.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-15 01:00 AM,2022,12,15,01,8.2,34,Good,6.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-15 02:00 AM,2022,12,15,02,7.6,32,Good,7.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-15 03:00 AM,2022,12,15,03,8.8,37,Good,10.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-15 04:00 AM,2022,12,15,04,7.4,31,Good,6.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-15 05:00 AM,2022,12,15,05,12.2,51,Moderate,17.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-15 06:00 AM,2022,12,15,06,12.5,52,Moderate,13.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-15 07:00 AM,2022,12,15,07,19.7,67,Moderate,27.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-15 08:00 AM,2022,12,15,08,27.9,84,Moderate,36.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-15 09:00 AM,2022,12,15,09,23.4,75,Moderate,19.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-15 10:00 AM,2022,12,15,10,17.7,63,Moderate,12.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-15 11:00 AM,2022,12,15,11,13.3,54,Moderate,9.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-15 12:00 PM,2022,12,15,12,11.1,46,Good,9.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-15 01:00 PM,2022,12,15,13,10.0,42,Good,9.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-15 02:00 PM,2022,12,15,14,15.0,57,Moderate,20.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-15 03:00 PM,2022,12,15,15,16.5,60,Moderate,18.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-15 04:00 PM,2022,12,15,16,16.7,61,Moderate,17.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-15 05:00 PM,2022,12,15,17,16.8,61,Moderate,17.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-15 06:00 PM,2022,12,15,18,17.9,63,Moderate,19.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-15 07:00 PM,2022,12,15,19,30.9,91,Moderate,44.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-15 08:00 PM,2022,12,15,20,28.9,86,Moderate,27.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-15 09:00 PM,2022,12,15,21,24.9,78,Moderate,21.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-15 10:00 PM,2022,12,15,22,31.4,92,Moderate,38.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-15 11:00 PM,2022,12,15,23,25.7,80,Moderate,20.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-16 12:00 AM,2022,12,16,00,19.8,67,Moderate,14.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-16 01:00 AM,2022,12,16,01,18.4,64,Moderate,17.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-16 02:00 AM,2022,12,16,02,19.7,67,Moderate,21.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-16 03:00 AM,2022,12,16,03,18.8,65,Moderate,18.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-16 04:00 AM,2022,12,16,04,17.9,63,Moderate,17.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-16 05:00 AM,2022,12,16,05,16.9,61,Moderate,16.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-16 06:00 AM,2022,12,16,06,19.9,67,Moderate,23.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-16 07:00 AM,2022,12,16,07,18.9,65,Moderate,18.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-16 08:00 AM,2022,12,16,08,23.9,76,Moderate,29.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-16 09:00 AM,2022,12,16,09,20.9,70,Moderate,18.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-16 10:00 AM,2022,12,16,10,29.4,87,Moderate,38.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-16 11:00 AM,2022,12,16,11,38.7,109,Unhealthy for Sensitive Groups,48.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-16 12:00 PM,2022,12,16,12,35.8,102,Unhealthy for Sensitive Groups,33.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-16 01:00 PM,2022,12,16,13,31.9,93,Moderate,28.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2022-12-16 02:00 PM,2022,12,16,14,28.4,85,Moderate,25.0,UG/M3,1 Hr,Valid
