Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name
Banja Luka,PM2.5 - Principal,2023-01-02 10:00 AM,2023,01,02,10,57.7,152,Unhealthy,48.1,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-02 11:00 AM,2023,01,02,11,49.9,136,Unhealthy for Sensitive Groups,42.1,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-02 12:00 PM,2023,01,02,12,48.1,132,Unhealthy for Sensitive Groups,46.4,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-02 01:00 PM,2023,01,02,13,40.5,113,Unhealthy for Sensitive Groups,32.9,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-02 02:00 PM,2023,01,02,14,36.8,104,Unhealthy for Sensitive Groups,33.1,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-02 03:00 PM,2023,01,02,15,51.2,140,Unhealthy for Sensitive Groups,65.7,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-02 04:00 PM,2023,01,02,16,32.9,95,Moderate,14.6,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-02 05:00 PM,2023,01,02,17,46.4,128,Unhealthy for Sensitive Groups,59.8,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-02 06:00 PM,2023,01,02,18,152.3,203,Very Unhealthy,258.1,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-02 07:00 PM,2023,01,02,19,194.1,244,Very Unhealthy,236.0,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-02 08:00 PM,2023,01,02,20,244.7,294,Very Unhealthy,295.1,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-02 09:00 PM,2023,01,02,21,286.6,337,Hazardous,328.6,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-02 10:00 PM,2023,01,02,22,306.2,356,Hazardous,325.7,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-02 11:00 PM,2023,01,02,23,247.8,297,Very Unhealthy,189.5,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-03 12:00 AM,2023,01,03,00,205.8,256,Very Unhealthy,163.7,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-03 01:00 AM,2023,01,03,01,162.2,213,Very Unhealthy,118.6,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-03 02:00 AM,2023,01,03,02,124.0,186,Unhealthy,85.8,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-03 03:00 AM,2023,01,03,03,100.2,174,Unhealthy,76.5,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-03 04:00 AM,2023,01,03,04,69.8,158,Unhealthy,39.4,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-03 05:00 AM,2023,01,03,05,50.4,138,Unhealthy for Sensitive Groups,30.9,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-03 06:00 AM,2023,01,03,06,41.3,115,Unhealthy for Sensitive Groups,32.2,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-03 07:00 AM,2023,01,03,07,37.2,105,Unhealthy for Sensitive Groups,33.3,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-03 08:00 AM,2023,01,03,08,39.6,111,Unhealthy for Sensitive Groups,42.0,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-03 09:00 AM,2023,01,03,09,39.7,111,Unhealthy for Sensitive Groups,39.8,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-03 10:00 AM,2023,01,03,10,28.0,84,Moderate,16.4,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-03 11:00 AM,2023,01,03,11,23.9,76,Moderate,19.8,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-03 12:00 PM,2023,01,03,12,19.0,66,Moderate,14.2,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-03 01:00 PM,2023,01,03,13,15.2,58,Moderate,11.5,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-03 02:00 PM,2023,01,03,14,11.1,46,Good,6.9,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-03 03:00 PM,2023,01,03,15,9.8,41,Good,8.6,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-03 04:00 PM,2023,01,03,16,15.8,59,Moderate,21.9,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-03 05:00 PM,2023,01,03,17,45.0,124,Unhealthy for Sensitive Groups,74.2,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-03 06:00 PM,2023,01,03,18,70.7,159,Unhealthy,96.3,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-03 07:00 PM,2023,01,03,19,73.4,160,Unhealthy,76.1,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-03 08:00 PM,2023,01,03,20,185.2,235,Very Unhealthy,296.9,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-03 09:00 PM,2023,01,03,21,193.8,244,Very Unhealthy,202.4,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-03 10:00 PM,2023,01,03,22,236.3,286,Very Unhealthy,278.8,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-03 11:00 PM,2023,01,03,23,226.8,277,Very Unhealthy,217.3,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-04 12:00 AM,2023,01,04,00,226.7,277,Very Unhealthy,226.6,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-04 01:00 AM,2023,01,04,01,217.2,267,Very Unhealthy,207.7,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-04 02:00 AM,2023,01,04,02,196.0,246,Very Unhealthy,174.7,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-04 03:00 AM,2023,01,04,03,181.3,232,Very Unhealthy,166.6,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-04 04:00 AM,2023,01,04,04,165.5,216,Very Unhealthy,149.6,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-04 05:00 AM,2023,01,04,05,111.2,180,Unhealthy,56.9,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-04 06:00 AM,2023,01,04,06,71.6,159,Unhealthy,32.0,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-04 07:00 AM,2023,01,04,07,55.7,151,Unhealthy,39.7,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-04 08:00 AM,2023,01,04,08,45.9,127,Unhealthy for Sensitive Groups,36.1,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-04 09:00 AM,2023,01,04,09,43.6,121,Unhealthy for Sensitive Groups,41.4,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-04 10:00 AM,2023,01,04,10,54.6,148,Unhealthy for Sensitive Groups,65.6,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-04 11:00 AM,2023,01,04,11,42.6,118,Unhealthy for Sensitive Groups,30.6,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-04 12:00 PM,2023,01,04,12,34.4,98,Moderate,26.2,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-04 01:00 PM,2023,01,04,13,28.8,86,Moderate,23.2,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-04 02:00 PM,2023,01,04,14,27.0,82,Moderate,25.3,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-04 03:00 PM,2023,01,04,15,28.8,86,Moderate,30.7,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-04 04:00 PM,2023,01,04,16,27.8,84,Moderate,26.9,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-04 05:00 PM,2023,01,04,17,46.5,128,Unhealthy for Sensitive Groups,65.1,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-04 06:00 PM,2023,01,04,18,98.8,173,Unhealthy,151.1,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-04 07:00 PM,2023,01,04,19,122.1,185,Unhealthy,145.4,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-04 08:00 PM,2023,01,04,20,130.2,190,Unhealthy,138.3,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-04 09:00 PM,2023,01,04,21,138.5,194,Unhealthy,146.7,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-04 10:00 PM,2023,01,04,22,148.0,199,Unhealthy,157.5,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-04 11:00 PM,2023,01,04,23,171.9,222,Very Unhealthy,195.8,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-05 12:00 AM,2023,01,05,00,130.6,190,Unhealthy,89.2,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-05 01:00 AM,2023,01,05,01,132.8,191,Unhealthy,135.0,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-05 02:00 AM,2023,01,05,02,136.4,193,Unhealthy,139.9,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-05 03:00 AM,2023,01,05,03,118.7,184,Unhealthy,101.0,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-05 04:00 AM,2023,01,05,04,104.2,176,Unhealthy,89.8,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-05 05:00 AM,2023,01,05,05,79.1,163,Unhealthy,53.9,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-05 06:00 AM,2023,01,05,06,68.6,158,Unhealthy,58.1,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-05 07:00 AM,2023,01,05,07,67.5,157,Unhealthy,66.4,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-05 08:00 AM,2023,01,05,08,60.9,154,Unhealthy,54.3,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-05 09:00 AM,2023,01,05,09,82.0,165,Unhealthy,103.2,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-05 10:00 AM,2023,01,05,10,77.0,162,Unhealthy,71.9,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-05 11:00 AM,2023,01,05,11,102.2,175,Unhealthy,127.4,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-05 12:00 PM,2023,01,05,12,95.3,172,Unhealthy,88.4,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-05 01:00 PM,2023,01,05,13,58.0,152,Unhealthy,20.8,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-05 02:00 PM,2023,01,05,14,39.3,110,Unhealthy for Sensitive Groups,20.7,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-05 03:00 PM,2023,01,05,15,34.5,98,Moderate,29.7,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-05 04:00 PM,2023,01,05,16,27.9,84,Moderate,21.4,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-05 05:00 PM,2023,01,05,17,48.3,133,Unhealthy for Sensitive Groups,68.7,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-05 06:00 PM,2023,01,05,18,87.9,168,Unhealthy,127.4,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-05 07:00 PM,2023,01,05,19,189.8,240,Very Unhealthy,291.7,UG/M3,1 Hr,Suspect
Banja Luka,PM2.5 - Principal,2023-01-05 08:00 PM,2023,01,05,20,179.3,230,Very Unhealthy,168.8,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-05 09:00 PM,2023,01,05,21,281.1,331,Hazardous,382.9,UG/M3,1 Hr,Suspect
Banja Luka,PM2.5 - Principal,2023-01-05 10:00 PM,2023,01,05,22,238.2,288,Very Unhealthy,195.3,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-05 11:00 PM,2023,01,05,23,234.4,284,Very Unhealthy,230.6,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-06 12:00 AM,2023,01,06,00,191.3,241,Very Unhealthy,148.3,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-06 01:00 AM,2023,01,06,01,142.8,196,Unhealthy,94.3,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-06 02:00 AM,2023,01,06,02,119.4,184,Unhealthy,95.9,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-06 03:00 AM,2023,01,06,03,101.5,175,Unhealthy,83.6,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-06 04:00 AM,2023,01,06,04,85.8,167,Unhealthy,70.1,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-06 05:00 AM,2023,01,06,05,75.4,161,Unhealthy,64.9,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-06 06:00 AM,2023,01,06,06,69.3,158,Unhealthy,63.3,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-06 07:00 AM,2023,01,06,07,58.0,152,Unhealthy,46.8,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-06 08:00 AM,2023,01,06,08,63.5,155,Unhealthy,69.1,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-06 09:00 AM,2023,01,06,09,72.2,160,Unhealthy,80.9,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-06 10:00 AM,2023,01,06,10,67.0,157,Unhealthy,61.9,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-06 11:00 AM,2023,01,06,11,56.2,151,Unhealthy,45.4,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-06 12:00 PM,2023,01,06,12,54.8,149,Unhealthy for Sensitive Groups,53.4,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-06 01:00 PM,2023,01,06,13,51.1,139,Unhealthy for Sensitive Groups,47.4,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-06 02:00 PM,2023,01,06,14,42.4,118,Unhealthy for Sensitive Groups,33.9,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-06 03:00 PM,2023,01,06,15,39.2,110,Unhealthy for Sensitive Groups,36.0,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-06 04:00 PM,2023,01,06,16,63.8,155,Unhealthy,88.4,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-06 05:00 PM,2023,01,06,17,193.1,243,Very Unhealthy,322.4,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-06 06:00 PM,2023,01,06,18,249.5,299,Very Unhealthy,305.7,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-06 07:00 PM,2023,01,06,19,245.8,295,Very Unhealthy,242.0,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-06 08:00 PM,2023,01,06,20,241.9,292,Very Unhealthy,237.9,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-06 09:00 PM,2023,01,06,21,237.8,288,Very Unhealthy,233.7,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-06 10:00 PM,2023,01,06,22,330.3,380,Hazardous,422.6,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-06 11:00 PM,2023,01,06,23,294.1,344,Hazardous,257.9,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-07 12:00 AM,2023,01,07,00,372.6,416,Hazardous,451.0,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-07 01:00 AM,2023,01,07,01,344.0,394,Hazardous,315.4,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-07 02:00 AM,2023,01,07,02,265.7,316,Hazardous,187.4,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-07 03:00 AM,2023,01,07,03,219.9,270,Very Unhealthy,174.1,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-07 04:00 AM,2023,01,07,04,164.1,214,Very Unhealthy,108.3,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-07 05:00 AM,2023,01,07,05,138.2,194,Unhealthy,112.3,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-07 06:00 AM,2023,01,07,06,107.3,178,Unhealthy,76.4,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-07 07:00 AM,2023,01,07,07,91.9,170,Unhealthy,76.6,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-07 08:00 AM,2023,01,07,08,106.4,177,Unhealthy,121.0,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-07 09:00 AM,2023,01,07,09,149.3,199,Unhealthy,192.1,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-07 10:00 AM,2023,01,07,10,113.5,181,Unhealthy,77.7,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-07 11:00 AM,2023,01,07,11,90.4,169,Unhealthy,67.4,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-07 12:00 PM,2023,01,07,12,75.8,161,Unhealthy,61.3,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-07 01:00 PM,2023,01,07,13,68.3,158,Unhealthy,60.8,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-07 02:00 PM,2023,01,07,14,41.3,115,Unhealthy for Sensitive Groups,14.4,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-07 03:00 PM,2023,01,07,15,27.1,83,Moderate,12.8,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-07 04:00 PM,2023,01,07,16,22.2,72,Moderate,17.4,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-07 05:00 PM,2023,01,07,17,68.4,158,Unhealthy,114.5,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-07 06:00 PM,2023,01,07,18,118.8,184,Unhealthy,169.3,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-07 07:00 PM,2023,01,07,19,130.4,190,Unhealthy,142.0,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-07 08:00 PM,2023,01,07,20,147.0,198,Unhealthy,163.7,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-07 09:00 PM,2023,01,07,21,172.5,223,Very Unhealthy,198.0,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-07 10:00 PM,2023,01,07,22,196.5,247,Very Unhealthy,220.4,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-07 11:00 PM,2023,01,07,23,187.7,238,Very Unhealthy,178.8,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-08 12:00 AM,2023,01,08,00,164.3,215,Very Unhealthy,140.9,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-08 01:00 AM,2023,01,08,01,117.7,183,Unhealthy,71.1,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-08 02:00 AM,2023,01,08,02,85.8,167,Unhealthy,53.9,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-08 03:00 AM,2023,01,08,03,73.1,160,Unhealthy,60.4,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-08 04:00 AM,2023,01,08,04,51.8,141,Unhealthy for Sensitive Groups,30.5,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-08 05:00 AM,2023,01,08,05,29.1,87,Moderate,6.4,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-08 06:00 AM,2023,01,08,06,17.7,63,Moderate,6.4,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-08 07:00 AM,2023,01,08,07,12.0,50,Good,6.4,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-08 08:00 AM,2023,01,08,08,9.2,38,Good,6.4,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-08 09:00 AM,2023,01,08,09,8.3,35,Good,7.4,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-08 10:00 AM,2023,01,08,10,8.6,36,Good,9.0,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-08 11:00 AM,2023,01,08,11,8.5,35,Good,8.4,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-08 12:00 PM,2023,01,08,12,7.0,29,Good,5.5,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-08 01:00 PM,2023,01,08,13,5.9,25,Good,4.9,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-08 02:00 PM,2023,01,08,14,5.7,24,Good,5.4,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-08 03:00 PM,2023,01,08,15,4.6,19,Good,3.6,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2023-01-08 04:00 PM,2023,01,08,16,4.8,20,Good,5.1,UG/M3,1 Hr,Valid
