Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name
Dhaka,PM2.5 - Principal,2019-01-04 07:00 AM,2019,01,04,07,275.8,326,Hazardous,303.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2019-01-04 08:00 AM,2019,01,04,08,297.3,347,Hazardous,333.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2019-01-04 09:00 AM,2019,01,04,09,303.0,353,Hazardous,314.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2019-01-04 10:00 AM,2019,01,04,10,288.7,339,Hazardous,268.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2019-01-04 11:00 AM,2019,01,04,11,270.6,321,Hazardous,242.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2019-01-04 12:00 PM,2019,01,04,12,242.0,292,Very Unhealthy,200.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2019-01-04 01:00 PM,2019,01,04,13,186.3,236,Very Unhealthy,140.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2019-01-04 02:00 PM,2019,01,04,14,169.1,219,Very Unhealthy,152.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2019-01-04 03:00 PM,2019,01,04,15,145.0,197,Unhealthy,121.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2019-01-04 04:00 PM,2019,01,04,16,137.0,193,Unhealthy,129.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2019-01-04 05:00 PM,2019,01,04,17,147.4,198,Unhealthy,158.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2019-01-04 06:00 PM,2019,01,04,18,352.7,402,Hazardous,558.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2019-01-04 07:00 PM,2019,01,04,19,324.8,375,Hazardous,297.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2019-01-04 08:00 PM,2019,01,04,20,340.9,391,Hazardous,357.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2019-01-04 09:00 PM,2019,01,04,21,341.4,391,Hazardous,342.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2019-01-04 10:00 PM,2019,01,04,22,342.7,392,Hazardous,344.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2019-01-04 11:00 PM,2019,01,04,23,317.8,368,Hazardous,293.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2019-01-05 12:00 AM,2019,01,05,00,296.4,346,Hazardous,275.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2019-01-05 01:00 AM,2019,01,05,01,275.2,325,Hazardous,254.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2019-01-05 02:00 AM,2019,01,05,02,262.1,312,Hazardous,249.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2019-01-05 03:00 AM,2019,01,05,03,261.0,311,Hazardous,260.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2019-01-05 04:00 AM,2019,01,05,04,259.5,310,Hazardous,258.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2019-01-05 05:00 AM,2019,01,05,05,254.2,305,Hazardous,249.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2019-01-05 06:00 AM,2019,01,05,06,262.5,313,Hazardous,265.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2019-01-05 07:00 AM,2019,01,05,07,267.7,318,Hazardous,280.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2019-01-05 08:00 AM,2019,01,05,08,280.2,330,Hazardous,313.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2019-01-05 09:00 AM,2019,01,05,09,275.5,326,Hazardous,265.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2019-01-05 10:00 AM,2019,01,05,10,230.1,280,Very Unhealthy,172.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2019-01-05 11:00 AM,2019,01,05,11,150.0,200,Unhealthy,75.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2019-01-05 12:00 PM,2019,01,05,12,101.9,175,Unhealthy,54.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2019-01-05 01:00 PM,2019,01,05,13,79.4,163,Unhealthy,57.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2019-01-05 02:00 PM,2019,01,05,14,69.2,158,Unhealthy,59.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2019-01-05 03:00 PM,2019,01,05,15,63.0,155,Unhealthy,57.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2019-01-05 04:00 PM,2019,01,05,16,63.0,155,Unhealthy,63.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2019-01-05 05:00 PM,2019,01,05,17,74.9,161,Unhealthy,87.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2019-01-05 06:00 PM,2019,01,05,18,110.9,180,Unhealthy,147.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2019-01-05 07:00 PM,2019,01,05,19,132.4,191,Unhealthy,154.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2019-01-05 08:00 PM,2019,01,05,20,148.7,199,Unhealthy,165.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2019-01-05 09:00 PM,2019,01,05,21,172.8,223,Very Unhealthy,197.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2019-01-05 10:00 PM,2019,01,05,22,199.9,250,Very Unhealthy,227.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2019-01-05 11:00 PM,2019,01,05,23,205.4,255,Very Unhealthy,211.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2019-01-06 12:00 AM,2019,01,06,00,242.2,292,Very Unhealthy,279.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2019-01-06 01:00 AM,2019,01,06,01,247.6,297,Very Unhealthy,253.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2019-01-06 02:00 AM,2019,01,06,02,226.8,277,Very Unhealthy,206.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2019-01-06 03:00 AM,2019,01,06,03,187.9,238,Very Unhealthy,149.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2019-01-06 04:00 AM,2019,01,06,04,190.9,241,Very Unhealthy,194.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2019-01-06 05:00 AM,2019,01,06,05,180.6,231,Very Unhealthy,168.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2019-01-06 06:00 AM,2019,01,06,06,190.3,240,Very Unhealthy,201.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2019-01-06 07:00 AM,2019,01,06,07,231.6,281,Very Unhealthy,279.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2019-01-06 08:00 AM,2019,01,06,08,227.1,277,Very Unhealthy,222.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2019-01-06 09:00 AM,2019,01,06,09,172.6,223,Very Unhealthy,117.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2019-01-06 10:00 AM,2019,01,06,10,128.8,189,Unhealthy,85.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2019-01-06 11:00 AM,2019,01,06,11,103.3,176,Unhealthy,78.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2019-01-06 12:00 PM,2019,01,06,12,78.1,163,Unhealthy,53.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2019-01-06 01:00 PM,2019,01,06,13,68.0,157,Unhealthy,58.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2019-01-06 02:00 PM,2019,01,06,14,69.5,158,Unhealthy,71.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2019-01-06 03:00 PM,2019,01,06,15,69.2,158,Unhealthy,69.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2019-01-06 04:00 PM,2019,01,06,16,66.1,156,Unhealthy,63.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2019-01-06 05:00 PM,2019,01,06,17,73.5,160,Unhealthy,81.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2019-01-06 06:00 PM,2019,01,06,18,99.2,174,Unhealthy,125.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2019-01-06 07:00 PM,2019,01,06,19,136.1,193,Unhealthy,173.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2019-01-06 08:00 PM,2019,01,06,20,155.5,206,Very Unhealthy,175.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2019-01-06 09:00 PM,2019,01,06,21,182.2,232,Very Unhealthy,209.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2019-01-06 10:00 PM,2019,01,06,22,243.1,293,Very Unhealthy,304.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2019-01-06 11:00 PM,2019,01,06,23,252.1,303,Hazardous,261.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2019-01-07 12:00 AM,2019,01,07,00,268.0,318,Hazardous,284.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2019-01-07 01:00 AM,2019,01,07,01,254.5,305,Hazardous,241.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2019-01-07 02:00 AM,2019,01,07,02,225.2,275,Very Unhealthy,196.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2019-01-07 03:00 AM,2019,01,07,03,221.6,271,Very Unhealthy,218.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2019-01-07 04:00 AM,2019,01,07,04,235.8,286,Very Unhealthy,250.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2019-01-07 05:00 AM,2019,01,07,05,260.4,311,Hazardous,285.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2019-01-07 06:00 AM,2019,01,07,06,276.7,327,Hazardous,303.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2019-01-07 07:00 AM,2019,01,07,07,284.7,335,Hazardous,296.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2019-01-07 08:00 AM,2019,01,07,08,285.9,336,Hazardous,296.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2019-01-07 09:00 AM,2019,01,07,09,329.0,379,Hazardous,371.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2019-01-07 10:00 AM,2019,01,07,10,236.3,286,Very Unhealthy,141.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2019-01-07 11:00 AM,2019,01,07,11,197.1,247,Very Unhealthy,158.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2019-01-07 12:00 PM,2019,01,07,12,161.0,211,Very Unhealthy,125.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2019-01-07 01:00 PM,2019,01,07,13,98.5,173,Unhealthy,36.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2019-01-07 02:00 PM,2019,01,07,14,70.7,159,Unhealthy,43.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2019-01-07 03:00 PM,2019,01,07,15,59.8,153,Unhealthy,49.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2019-01-07 04:00 PM,2019,01,07,16,58.8,153,Unhealthy,58.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2019-01-07 05:00 PM,2019,01,07,17,77.9,163,Unhealthy,97.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2019-01-07 06:00 PM,2019,01,07,18,111.9,180,Unhealthy,146.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2019-01-07 07:00 PM,2019,01,07,19,135.9,193,Unhealthy,160.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2019-01-07 08:00 PM,2019,01,07,20,140.9,195,Unhealthy,146.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2019-01-07 09:00 PM,2019,01,07,21,144.4,197,Unhealthy,148.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2019-01-07 10:00 PM,2019,01,07,22,152.2,203,Very Unhealthy,160.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2019-01-07 11:00 PM,2019,01,07,23,166.6,217,Very Unhealthy,181.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2019-01-08 12:00 AM,2019,01,08,00,182.3,233,Very Unhealthy,198.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2019-01-08 01:00 AM,2019,01,08,01,198.1,248,Very Unhealthy,214.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2019-01-08 02:00 AM,2019,01,08,02,186.1,236,Very Unhealthy,174.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2019-01-08 03:00 AM,2019,01,08,03,191.0,241,Very Unhealthy,196.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2019-01-08 04:00 AM,2019,01,08,04,191.5,242,Very Unhealthy,192.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2019-01-08 05:00 AM,2019,01,08,05,186.4,237,Very Unhealthy,181.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2019-01-08 06:00 AM,2019,01,08,06,188.3,238,Very Unhealthy,192.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2019-01-08 07:00 AM,2019,01,08,07,199.6,250,Very Unhealthy,221.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2019-01-08 08:00 AM,2019,01,08,08,199.5,250,Very Unhealthy,-999.0,UG/M3,1 Hr,Missing
Dhaka,PM2.5 - Principal,2019-01-08 09:00 AM,2019,01,08,09,206.8,257,Very Unhealthy,222.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2019-01-08 10:00 AM,2019,01,08,10,193.8,244,Very Unhealthy,166.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2019-01-08 11:00 AM,2019,01,08,11,177.7,228,Very Unhealthy,151.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2019-01-08 12:00 PM,2019,01,08,12,142.8,196,Unhealthy,116.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2019-01-08 01:00 PM,2019,01,08,13,160.4,211,Very Unhealthy,179.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2019-01-08 02:00 PM,2019,01,08,14,165.5,216,Very Unhealthy,171.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2019-01-08 03:00 PM,2019,01,08,15,107.6,178,Unhealthy,50.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2019-01-08 04:00 PM,2019,01,08,16,86.7,167,Unhealthy,66.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2019-01-08 05:00 PM,2019,01,08,17,89.3,168,Unhealthy,92.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2019-01-08 06:00 PM,2019,01,08,18,106.6,177,Unhealthy,124.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2019-01-08 07:00 PM,2019,01,08,19,143.3,196,Unhealthy,180.0,UG/M3,1 Hr,Valid
