Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name
Hanoi,PM2.5 - Principal,2018-01-02 05:00 AM,2018,01,02,05,178.7,229,Very Unhealthy,221.3,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-02 06:00 AM,2018,01,02,06,175.3,226,Very Unhealthy,171.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-02 07:00 AM,2018,01,02,07,158.0,208,Very Unhealthy,140.6,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-02 08:00 AM,2018,01,02,08,145.2,197,Unhealthy,132.4,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-02 09:00 AM,2018,01,02,09,145.5,197,Unhealthy,145.4,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-02 10:00 AM,2018,01,02,10,139.2,194,Unhealthy,130.5,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-02 11:00 AM,2018,01,02,11,130.7,190,Unhealthy,120.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-02 12:00 PM,2018,01,02,12,148.7,199,Unhealthy,170.4,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-02 01:00 PM,2018,01,02,13,163.9,214,Very Unhealthy,182.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-02 02:00 PM,2018,01,02,14,174.1,224,Very Unhealthy,186.3,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-02 03:00 PM,2018,01,02,15,184.1,234,Very Unhealthy,196.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-02 04:00 PM,2018,01,02,16,190.1,240,Very Unhealthy,197.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-02 05:00 PM,2018,01,02,17,183.2,233,Very Unhealthy,177.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-02 06:00 PM,2018,01,02,18,181.0,231,Very Unhealthy,177.4,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-02 07:00 PM,2018,01,02,19,174.0,224,Very Unhealthy,162.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-02 08:00 PM,2018,01,02,20,168.5,219,Very Unhealthy,159.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-02 09:00 PM,2018,01,02,21,163.4,214,Very Unhealthy,155.4,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-02 10:00 PM,2018,01,02,22,154.0,204,Very Unhealthy,139.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-02 11:00 PM,2018,01,02,23,135.6,192,Unhealthy,113.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-03 12:00 AM,2018,01,03,00,126.4,188,Unhealthy,114.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-03 01:00 AM,2018,01,03,01,122.7,186,Unhealthy,117.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-03 02:00 AM,2018,01,03,02,117.9,183,Unhealthy,111.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-03 03:00 AM,2018,01,03,03,114.9,182,Unhealthy,111.4,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-03 04:00 AM,2018,01,03,04,118.9,184,Unhealthy,122.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-03 05:00 AM,2018,01,03,05,120.2,184,Unhealthy,122.6,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-03 06:00 AM,2018,01,03,06,127.4,188,Unhealthy,142.3,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-03 07:00 AM,2018,01,03,07,134.3,192,Unhealthy,150.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-03 08:00 AM,2018,01,03,08,137.9,194,Unhealthy,148.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-03 09:00 AM,2018,01,03,09,139.6,194,Unhealthy,146.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-03 10:00 AM,2018,01,03,10,140.2,195,Unhealthy,141.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-03 11:00 AM,2018,01,03,11,132.2,191,Unhealthy,109.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-03 12:00 PM,2018,01,03,12,105.6,177,Unhealthy,80.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-03 01:00 PM,2018,01,03,13,81.1,164,Unhealthy,58.6,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-03 02:00 PM,2018,01,03,14,65.3,156,Unhealthy,49.4,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-03 03:00 PM,2018,01,03,15,50.3,137,Unhealthy for Sensitive Groups,35.4,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-03 04:00 PM,2018,01,03,16,49.5,135,Unhealthy for Sensitive Groups,48.6,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-03 05:00 PM,2018,01,03,17,44.8,124,Unhealthy for Sensitive Groups,40.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-03 06:00 PM,2018,01,03,18,46.9,129,Unhealthy for Sensitive Groups,49.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-03 07:00 PM,2018,01,03,19,63.0,155,Unhealthy,79.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-03 08:00 PM,2018,01,03,20,73.8,160,Unhealthy,84.6,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-03 09:00 PM,2018,01,03,21,74.3,161,Unhealthy,74.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-03 10:00 PM,2018,01,03,22,72.6,160,Unhealthy,70.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-03 11:00 PM,2018,01,03,23,70.2,159,Unhealthy,67.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-04 12:00 AM,2018,01,04,00,66.6,157,Unhealthy,63.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-04 01:00 AM,2018,01,04,01,78.9,163,Unhealthy,91.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-04 02:00 AM,2018,01,04,02,74.2,161,Unhealthy,69.5,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-04 03:00 AM,2018,01,04,03,79.4,163,Unhealthy,84.6,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-04 04:00 AM,2018,01,04,04,77.7,162,Unhealthy,76.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-04 05:00 AM,2018,01,04,05,77.6,162,Unhealthy,77.6,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-04 06:00 AM,2018,01,04,06,74.4,161,Unhealthy,68.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-04 07:00 AM,2018,01,04,07,72.4,160,Unhealthy,68.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-04 08:00 AM,2018,01,04,08,72.9,160,Unhealthy,74.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-04 09:00 AM,2018,01,04,09,74.1,161,Unhealthy,76.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-04 10:00 AM,2018,01,04,10,72.9,160,Unhealthy,70.3,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-04 11:00 AM,2018,01,04,11,74.8,161,Unhealthy,79.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-04 12:00 PM,2018,01,04,12,77.0,162,Unhealthy,83.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-04 01:00 PM,2018,01,04,13,79.0,163,Unhealthy,87.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-04 02:00 PM,2018,01,04,14,83.8,166,Unhealthy,93.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-04 03:00 PM,2018,01,04,15,84.4,166,Unhealthy,86.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-04 04:00 PM,2018,01,04,16,84.5,166,Unhealthy,-999.0,UG/M3,1 Hr,Missing
Hanoi,PM2.5 - Principal,2018-01-04 05:00 PM,2018,01,04,17,81.4,164,Unhealthy,75.5,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-04 06:00 PM,2018,01,04,18,74.7,161,Unhealthy,63.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-04 07:00 PM,2018,01,04,19,74.8,161,Unhealthy,-999.0,UG/M3,1 Hr,Missing
Hanoi,PM2.5 - Principal,2018-01-04 08:00 PM,2018,01,04,20,-999.0,-999,N/A,74.0,UG/M3,1 Hr,Invalid
Hanoi,PM2.5 - Principal,2018-01-04 09:00 PM,2018,01,04,21,-999.0,-999,N/A,74.0,UG/M3,1 Hr,Invalid
Hanoi,PM2.5 - Principal,2018-01-04 10:00 PM,2018,01,04,22,-999.0,-999,N/A,74.0,UG/M3,1 Hr,Invalid
Hanoi,PM2.5 - Principal,2018-01-04 11:00 PM,2018,01,04,23,-999.0,-999,N/A,74.0,UG/M3,1 Hr,Invalid
Hanoi,PM2.5 - Principal,2018-01-05 12:00 AM,2018,01,05,00,-999.0,-999,N/A,74.0,UG/M3,1 Hr,Invalid
Hanoi,PM2.5 - Principal,2018-01-05 01:00 AM,2018,01,05,01,-999.0,-999,N/A,74.0,UG/M3,1 Hr,Invalid
Hanoi,PM2.5 - Principal,2018-01-05 02:00 AM,2018,01,05,02,-999.0,-999,N/A,74.0,UG/M3,1 Hr,Invalid
Hanoi,PM2.5 - Principal,2018-01-05 03:00 AM,2018,01,05,03,-999.0,-999,N/A,74.0,UG/M3,1 Hr,Invalid
Hanoi,PM2.5 - Principal,2018-01-05 04:00 AM,2018,01,05,04,-999.0,-999,N/A,74.0,UG/M3,1 Hr,Invalid
Hanoi,PM2.5 - Principal,2018-01-05 05:00 AM,2018,01,05,05,-999.0,-999,N/A,74.0,UG/M3,1 Hr,Invalid
Hanoi,PM2.5 - Principal,2018-01-05 06:00 AM,2018,01,05,06,-999.0,-999,N/A,74.0,UG/M3,1 Hr,Invalid
Hanoi,PM2.5 - Principal,2018-01-05 07:00 AM,2018,01,05,07,-999.0,-999,N/A,74.0,UG/M3,1 Hr,Invalid
Hanoi,PM2.5 - Principal,2018-01-05 08:00 AM,2018,01,05,08,-999.0,-999,N/A,74.0,UG/M3,1 Hr,Invalid
Hanoi,PM2.5 - Principal,2018-01-05 09:00 AM,2018,01,05,09,-999.0,-999,N/A,74.0,UG/M3,1 Hr,Invalid
Hanoi,PM2.5 - Principal,2018-01-05 10:00 AM,2018,01,05,10,-999.0,-999,N/A,74.5,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-05 11:00 AM,2018,01,05,11,81.8,165,Unhealthy,88.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-05 12:00 PM,2018,01,05,12,85.2,166,Unhealthy,90.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-05 01:00 PM,2018,01,05,13,80.1,164,Unhealthy,70.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-05 02:00 PM,2018,01,05,14,77.6,162,Unhealthy,72.3,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-05 03:00 PM,2018,01,05,15,78.4,163,Unhealthy,80.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-05 04:00 PM,2018,01,05,16,71.6,159,Unhealthy,59.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-05 05:00 PM,2018,01,05,17,66.8,157,Unhealthy,58.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-05 06:00 PM,2018,01,05,18,60.3,153,Unhealthy,53.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-05 07:00 PM,2018,01,05,19,42.3,118,Unhealthy for Sensitive Groups,26.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-05 08:00 PM,2018,01,05,20,38.4,108,Unhealthy for Sensitive Groups,34.5,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-05 09:00 PM,2018,01,05,21,43.6,121,Unhealthy for Sensitive Groups,48.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-05 10:00 PM,2018,01,05,22,45.9,127,Unhealthy for Sensitive Groups,48.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-05 11:00 PM,2018,01,05,23,50.6,138,Unhealthy for Sensitive Groups,55.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-06 12:00 AM,2018,01,06,00,56.4,151,Unhealthy,62.3,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-06 01:00 AM,2018,01,06,01,49.4,135,Unhealthy for Sensitive Groups,42.4,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-06 02:00 AM,2018,01,06,02,38.9,109,Unhealthy for Sensitive Groups,28.4,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-06 03:00 AM,2018,01,06,03,39.8,112,Unhealthy for Sensitive Groups,40.6,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-06 04:00 AM,2018,01,06,04,35.7,101,Unhealthy for Sensitive Groups,31.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-06 05:00 AM,2018,01,06,05,30.4,89,Moderate,25.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-06 06:00 AM,2018,01,06,06,30.3,89,Moderate,30.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-06 07:00 AM,2018,01,06,07,32.2,93,Moderate,34.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-06 08:00 AM,2018,01,06,08,37.2,105,Unhealthy for Sensitive Groups,42.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-06 09:00 AM,2018,01,06,09,42.1,117,Unhealthy for Sensitive Groups,47.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-06 10:00 AM,2018,01,06,10,42.1,117,Unhealthy for Sensitive Groups,-999.0,UG/M3,1 Hr,Missing
Hanoi,PM2.5 - Principal,2018-01-06 11:00 AM,2018,01,06,11,41.2,115,Unhealthy for Sensitive Groups,40.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-06 12:00 PM,2018,01,06,12,37.8,107,Unhealthy for Sensitive Groups,35.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-06 01:00 PM,2018,01,06,13,36.4,103,Unhealthy for Sensitive Groups,35.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-06 02:00 PM,2018,01,06,14,35.7,101,Unhealthy for Sensitive Groups,35.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-06 03:00 PM,2018,01,06,15,36.4,103,Unhealthy for Sensitive Groups,37.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-06 04:00 PM,2018,01,06,16,39.5,111,Unhealthy for Sensitive Groups,43.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-06 05:00 PM,2018,01,06,17,41.9,117,Unhealthy for Sensitive Groups,46.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-06 06:00 PM,2018,01,06,18,41.6,116,Unhealthy for Sensitive Groups,43.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-06 07:00 PM,2018,01,06,19,43.6,121,Unhealthy for Sensitive Groups,48.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-06 08:00 PM,2018,01,06,20,48.7,134,Unhealthy for Sensitive Groups,55.6,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-06 09:00 PM,2018,01,06,21,61.8,154,Unhealthy,73.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-06 10:00 PM,2018,01,06,22,67.3,157,Unhealthy,72.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-06 11:00 PM,2018,01,06,23,67.9,157,Unhealthy,68.5,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-07 12:00 AM,2018,01,07,00,62.0,154,Unhealthy,56.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-07 01:00 AM,2018,01,07,01,62.0,154,Unhealthy,62.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-07 02:00 AM,2018,01,07,02,63.7,155,Unhealthy,65.3,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-07 03:00 AM,2018,01,07,03,68.2,158,Unhealthy,74.6,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-07 04:00 AM,2018,01,07,04,66.4,157,Unhealthy,64.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-07 05:00 AM,2018,01,07,05,66.1,156,Unhealthy,65.5,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-07 06:00 AM,2018,01,07,06,61.9,154,Unhealthy,54.3,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-07 07:00 AM,2018,01,07,07,63.4,155,Unhealthy,65.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-07 08:00 AM,2018,01,07,08,64.1,155,Unhealthy,65.6,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-07 09:00 AM,2018,01,07,09,61.4,154,Unhealthy,54.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-07 10:00 AM,2018,01,07,10,55.9,151,Unhealthy,47.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-07 11:00 AM,2018,01,07,11,47.9,132,Unhealthy for Sensitive Groups,40.5,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-07 12:00 PM,2018,01,07,12,51.6,141,Unhealthy for Sensitive Groups,56.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-07 01:00 PM,2018,01,07,13,54.6,148,Unhealthy for Sensitive Groups,58.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-07 02:00 PM,2018,01,07,14,58.4,152,Unhealthy,63.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-07 03:00 PM,2018,01,07,15,59.6,153,Unhealthy,62.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-07 04:00 PM,2018,01,07,16,59.4,153,Unhealthy,59.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-07 05:00 PM,2018,01,07,17,59.6,153,Unhealthy,60.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-01-07 06:00 PM,2018,01,07,18,59.6,153,Unhealthy,-999.0,UG/M3,1 Hr,Missing
Hanoi,PM2.5 - Principal,2018-01-07 07:00 PM,2018,01,07,19,-999.0,-999,N/A,-999.0,UG/M3,1 Hr,Missing
Hanoi,PM2.5 - Principal,2018-01-07 08:00 PM,2018,01,07,20,-999.0,-999,N/A,-999.0,UG/M3,1 Hr,Missing
Hanoi,PM2.5 - Principal,2018-01-07 09:00 PM,2018,01,07,21,-999.0,-999,N/A,-999.0,UG/M3,1 Hr,Missing
Hanoi,PM2.5 - Principal,2018-01-07 10:00 PM,2018,01,07,22,-999.0,-999,N/A,-999.0,UG/M3,1 Hr,Missing
Hanoi,PM2.5 - Principal,2018-01-07 11:00 PM,2018,01,07,23,-999.0,-999,N/A,-999.0,UG/M3,1 Hr,Missing
Hanoi,PM2.5 - Principal,2018-01-08 12:00 AM,2018,01,08,00,-999.0,-999,N/A,-999.0,UG/M3,1 Hr,Missing
Hanoi,PM2.5 - Principal,2018-01-08 01:00 AM,2018,01,08,01,-999.0,-999,N/A,-999.0,UG/M3,1 Hr,Missing
Hanoi,PM2.5 - Principal,2018-01-08 02:00 AM,2018,01,08,02,-999.0,-999,N/A,-999.0,UG/M3,1 Hr,Missing
Hanoi,PM2.5 - Principal,2018-01-08 03:00 AM,2018,01,08,03,-999.0,-999,N/A,-999.0,UG/M3,1 Hr,Missing
Hanoi,PM2.5 - Principal,2018-01-08 04:00 AM,2018,01,08,04,-999.0,-999,N/A,-999.0,UG/M3,1 Hr,Missing
Hanoi,PM2.5 - Principal,2018-01-08 05:00 AM,2018,01,08,05,-999.0,-999,N/A,-999.0,UG/M3,1 Hr,Missing
Hanoi,PM2.5 - Principal,2018-01-08 06:00 AM,2018,01,08,06,-999.0,-999,N/A,-999.0,UG/M3,1 Hr,Missing
Hanoi,PM2.5 - Principal,2018-01-08 07:00 AM,2018,01,08,07,-999.0,-999,N/A,-999.0,UG/M3,1 Hr,Missing
Hanoi,PM2.5 - Principal,2018-01-08 08:00 AM,2018,01,08,08,-999.0,-999,N/A,-999.0,UG/M3,1 Hr,Missing
Hanoi,PM2.5 - Principal,2018-01-08 09:00 AM,2018,01,08,09,-999.0,-999,N/A,-999.0,UG/M3,1 Hr,Missing
Hanoi,PM2.5 - Principal,2018-01-08 10:00 AM,2018,01,08,10,-999.0,-999,N/A,-999.0,UG/M3,1 Hr,Missing
Hanoi,PM2.5 - Principal,2018-01-08 11:00 AM,2018,01,08,11,-999.0,-999,N/A,-999.0,UG/M3,1 Hr,Missing
Hanoi,PM2.5 - Principal,2018-01-08 12:00 PM,2018,01,08,12,-999.0,-999,N/A,-999.0,UG/M3,1 Hr,Missing
Hanoi,PM2.5 - Principal,2018-01-08 01:00 PM,2018,01,08,13,-999.0,-999,N/A,-999.0,UG/M3,1 Hr,Missing
Hanoi,PM2.5 - Principal,2018-01-08 02:00 PM,2018,01,08,14,-999.0,-999,N/A,-999.0,UG/M3,1 Hr,Missing
Hanoi,PM2.5 - Principal,2018-01-08 03:00 PM,2018,01,08,15,-999.0,-999,N/A,-999.0,UG/M3,1 Hr,Missing
Hanoi,PM2.5 - Principal,2018-01-08 04:00 PM,2018,01,08,16,-999.0,-999,N/A,-999.0,UG/M3,1 Hr,Missing
Hanoi,PM2.5 - Principal,2018-01-08 05:00 PM,2018,01,08,17,-999.0,-999,N/A,-999.0,UG/M3,1 Hr,Missing
