Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name
Shanghai,PM2.5 - Principal,2021-01-01 09:00 PM,2021,01,01,21,34.3,98,Moderate,40.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-01 10:00 PM,2021,01,01,22,35.6,101,Unhealthy for Sensitive Groups,37.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-01 11:00 PM,2021,01,01,23,37.3,105,Unhealthy for Sensitive Groups,39.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-02 12:00 AM,2021,01,02,00,36.6,104,Unhealthy for Sensitive Groups,36.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-02 01:00 AM,2021,01,02,01,36.3,103,Unhealthy for Sensitive Groups,36.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-02 02:00 AM,2021,01,02,02,35.1,99,Moderate,34.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-02 03:00 AM,2021,01,02,03,36.5,103,Unhealthy for Sensitive Groups,38.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-02 04:00 AM,2021,01,02,04,38.0,107,Unhealthy for Sensitive Groups,40.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-02 05:00 AM,2021,01,02,05,38.4,108,Unhealthy for Sensitive Groups,40.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-02 06:00 AM,2021,01,02,06,37.2,105,Unhealthy for Sensitive Groups,35.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-02 07:00 AM,2021,01,02,07,37.4,106,Unhealthy for Sensitive Groups,38.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-02 08:00 AM,2021,01,02,08,40.6,114,Unhealthy for Sensitive Groups,48.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-02 09:00 AM,2021,01,02,09,45.5,126,Unhealthy for Sensitive Groups,53.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-02 10:00 AM,2021,01,02,10,51.2,140,Unhealthy for Sensitive Groups,58.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-02 11:00 AM,2021,01,02,11,58.4,152,Unhealthy,65.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-02 12:00 PM,2021,01,02,12,64.4,156,Unhealthy,70.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-02 01:00 PM,2021,01,02,13,65.2,156,Unhealthy,66.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-02 02:00 PM,2021,01,02,14,65.1,156,Unhealthy,65.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-02 03:00 PM,2021,01,02,15,67.5,157,Unhealthy,70.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-02 04:00 PM,2021,01,02,16,64.2,155,Unhealthy,61.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-02 05:00 PM,2021,01,02,17,63.6,155,Unhealthy,63.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-02 06:00 PM,2021,01,02,18,61.5,154,Unhealthy,59.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-02 07:00 PM,2021,01,02,19,60.6,154,Unhealthy,57.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-02 08:00 PM,2021,01,02,20,60.0,153,Unhealthy,56.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-02 09:00 PM,2021,01,02,21,60.9,154,Unhealthy,62.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-02 10:00 PM,2021,01,02,22,61.6,154,Unhealthy,64.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-02 11:00 PM,2021,01,02,23,64.9,156,Unhealthy,75.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-03 12:00 AM,2021,01,03,00,67.2,157,Unhealthy,74.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-03 01:00 AM,2021,01,03,01,71.2,159,Unhealthy,79.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-03 02:00 AM,2021,01,03,02,75.6,161,Unhealthy,83.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-03 03:00 AM,2021,01,03,03,77.3,162,Unhealthy,81.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-03 04:00 AM,2021,01,03,04,77.3,162,Unhealthy,77.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-03 05:00 AM,2021,01,03,05,78.2,163,Unhealthy,80.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-03 06:00 AM,2021,01,03,06,77.5,162,Unhealthy,76.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-03 07:00 AM,2021,01,03,07,76.7,162,Unhealthy,75.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-03 08:00 AM,2021,01,03,08,74.5,161,Unhealthy,68.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-03 09:00 AM,2021,01,03,09,72.2,160,Unhealthy,64.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-03 10:00 AM,2021,01,03,10,63.9,155,Unhealthy,53.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-03 11:00 AM,2021,01,03,11,52.2,142,Unhealthy for Sensitive Groups,43.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-03 12:00 PM,2021,01,03,12,42.3,118,Unhealthy for Sensitive Groups,33.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-03 01:00 PM,2021,01,03,13,35.1,99,Moderate,28.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-03 02:00 PM,2021,01,03,14,29.0,87,Moderate,23.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-03 03:00 PM,2021,01,03,15,24.5,77,Moderate,20.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-03 04:00 PM,2021,01,03,16,20.7,69,Moderate,17.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-03 05:00 PM,2021,01,03,17,16.3,60,Moderate,12.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-03 06:00 PM,2021,01,03,18,15.1,57,Moderate,14.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-03 07:00 PM,2021,01,03,19,16.0,59,Moderate,17.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-03 08:00 PM,2021,01,03,20,20.0,68,Moderate,24.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-03 09:00 PM,2021,01,03,21,20.5,69,Moderate,21.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-03 10:00 PM,2021,01,03,22,18.7,65,Moderate,17.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-03 11:00 PM,2021,01,03,23,20.8,69,Moderate,23.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-04 12:00 AM,2021,01,04,00,17.9,63,Moderate,15.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-04 01:00 AM,2021,01,04,01,16.9,61,Moderate,16.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-04 02:00 AM,2021,01,04,02,18.9,65,Moderate,21.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-04 03:00 AM,2021,01,04,03,18.9,65,Moderate,19.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-04 04:00 AM,2021,01,04,04,19.4,66,Moderate,20.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-04 05:00 AM,2021,01,04,05,17.9,63,Moderate,16.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-04 06:00 AM,2021,01,04,06,18.0,63,Moderate,18.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-04 07:00 AM,2021,01,04,07,17.6,63,Moderate,17.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-04 08:00 AM,2021,01,04,08,19.1,66,Moderate,22.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-04 09:00 AM,2021,01,04,09,19.1,66,Moderate,19.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-04 10:00 AM,2021,01,04,10,21.5,71,Moderate,25.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-04 11:00 AM,2021,01,04,11,24.1,76,Moderate,27.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-04 12:00 PM,2021,01,04,12,22.6,73,Moderate,21.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-04 01:00 PM,2021,01,04,13,23.2,74,Moderate,24.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-04 02:00 PM,2021,01,04,14,19.6,67,Moderate,15.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-04 03:00 PM,2021,01,04,15,20.6,69,Moderate,22.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-04 04:00 PM,2021,01,04,16,21.2,70,Moderate,22.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-04 05:00 PM,2021,01,04,17,21.1,70,Moderate,21.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-04 06:00 PM,2021,01,04,18,22.8,74,Moderate,25.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-04 07:00 PM,2021,01,04,19,24.2,76,Moderate,26.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-04 08:00 PM,2021,01,04,20,23.7,75,Moderate,23.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-04 09:00 PM,2021,01,04,21,25.7,80,Moderate,28.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-04 10:00 PM,2021,01,04,22,28.9,86,Moderate,32.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-04 11:00 PM,2021,01,04,23,30.4,89,Moderate,32.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-05 12:00 AM,2021,01,05,00,30.7,90,Moderate,31.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-05 01:00 AM,2021,01,05,01,25.8,80,Moderate,21.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-05 02:00 AM,2021,01,05,02,26.8,82,Moderate,27.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-05 03:00 AM,2021,01,05,03,26.9,82,Moderate,27.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-05 04:00 AM,2021,01,05,04,26.6,81,Moderate,26.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-05 05:00 AM,2021,01,05,05,23.4,75,Moderate,19.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-05 06:00 AM,2021,01,05,06,18.8,65,Moderate,15.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-05 07:00 AM,2021,01,05,07,18.9,65,Moderate,19.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-05 08:00 AM,2021,01,05,08,19.4,66,Moderate,20.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-05 09:00 AM,2021,01,05,09,24.7,77,Moderate,30.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-05 10:00 AM,2021,01,05,10,44.8,124,Unhealthy for Sensitive Groups,65.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-05 11:00 AM,2021,01,05,11,57.9,152,Unhealthy,71.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-05 12:00 PM,2021,01,05,12,59.4,153,Unhealthy,61.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-05 01:00 PM,2021,01,05,13,56.2,151,Unhealthy,53.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-05 02:00 PM,2021,01,05,14,53.6,146,Unhealthy for Sensitive Groups,51.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-05 03:00 PM,2021,01,05,15,48.8,134,Unhealthy for Sensitive Groups,44.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-05 04:00 PM,2021,01,05,16,45.9,127,Unhealthy for Sensitive Groups,43.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-05 05:00 PM,2021,01,05,17,39.9,112,Unhealthy for Sensitive Groups,34.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-05 06:00 PM,2021,01,05,18,33.4,96,Moderate,27.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-05 07:00 PM,2021,01,05,19,29.2,87,Moderate,25.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-05 08:00 PM,2021,01,05,20,28.6,86,Moderate,28.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-05 09:00 PM,2021,01,05,21,28.6,86,Moderate,25.0,UG/M3,1 Hr,Invalid
Shanghai,PM2.5 - Principal,2021-01-05 10:00 PM,2021,01,05,22,-999.0,-999,N/A,25.0,UG/M3,1 Hr,Invalid
Shanghai,PM2.5 - Principal,2021-01-05 11:00 PM,2021,01,05,23,-999.0,-999,N/A,25.0,UG/M3,1 Hr,Invalid
Shanghai,PM2.5 - Principal,2021-01-06 12:00 AM,2021,01,06,00,-999.0,-999,N/A,25.0,UG/M3,1 Hr,Invalid
Shanghai,PM2.5 - Principal,2021-01-06 01:00 AM,2021,01,06,01,-999.0,-999,N/A,22.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-06 02:00 AM,2021,01,06,02,14.2,55,Moderate,10.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-06 03:00 AM,2021,01,06,03,16.3,60,Moderate,18.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-06 04:00 AM,2021,01,06,04,16.1,59,Moderate,16.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-06 05:00 AM,2021,01,06,05,16.0,59,Moderate,16.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-06 06:00 AM,2021,01,06,06,21.1,70,Moderate,26.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-06 07:00 AM,2021,01,06,07,22.5,73,Moderate,24.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-06 08:00 AM,2021,01,06,08,24.7,77,Moderate,27.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-06 09:00 AM,2021,01,06,09,25.8,80,Moderate,27.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-06 10:00 AM,2021,01,06,10,25.9,80,Moderate,26.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-06 11:00 AM,2021,01,06,11,28.9,86,Moderate,32.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-06 12:00 PM,2021,01,06,12,29.4,87,Moderate,30.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-06 01:00 PM,2021,01,06,13,33.7,96,Moderate,38.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-06 02:00 PM,2021,01,06,14,38.8,109,Unhealthy for Sensitive Groups,44.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-06 03:00 PM,2021,01,06,15,39.4,111,Unhealthy for Sensitive Groups,40.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-06 04:00 PM,2021,01,06,16,39.2,110,Unhealthy for Sensitive Groups,39.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-06 05:00 PM,2021,01,06,17,43.0,119,Unhealthy for Sensitive Groups,47.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-06 06:00 PM,2021,01,06,18,43.4,120,Unhealthy for Sensitive Groups,44.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-06 07:00 PM,2021,01,06,19,48.7,134,Unhealthy for Sensitive Groups,54.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-06 08:00 PM,2021,01,06,20,53.8,146,Unhealthy for Sensitive Groups,59.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-06 09:00 PM,2021,01,06,21,52.9,144,Unhealthy for Sensitive Groups,52.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-06 10:00 PM,2021,01,06,22,57.4,152,Unhealthy,62.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-06 11:00 PM,2021,01,06,23,55.7,151,Unhealthy,54.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-07 12:00 AM,2021,01,07,00,59.3,153,Unhealthy,65.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-07 01:00 AM,2021,01,07,01,74.1,161,Unhealthy,88.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-07 02:00 AM,2021,01,07,02,74.1,161,Unhealthy,74.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-07 03:00 AM,2021,01,07,03,56.5,152,Unhealthy,39.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-07 04:00 AM,2021,01,07,04,39.7,111,Unhealthy for Sensitive Groups,23.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-07 05:00 AM,2021,01,07,05,28.3,85,Moderate,17.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-07 06:00 AM,2021,01,07,06,20.6,69,Moderate,13.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-07 07:00 AM,2021,01,07,07,16.8,61,Moderate,13.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-07 08:00 AM,2021,01,07,08,14.9,57,Moderate,13.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-07 09:00 AM,2021,01,07,09,12.9,53,Moderate,11.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-07 10:00 AM,2021,01,07,10,12.9,53,Moderate,13.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-07 11:00 AM,2021,01,07,11,14.9,57,Moderate,17.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-07 12:00 PM,2021,01,07,12,16.4,60,Moderate,18.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-07 01:00 PM,2021,01,07,13,16.7,61,Moderate,17.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-07 02:00 PM,2021,01,07,14,18.8,65,Moderate,21.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-07 03:00 PM,2021,01,07,15,18.9,65,Moderate,19.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-07 04:00 PM,2021,01,07,16,19.3,66,Moderate,20.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-07 05:00 PM,2021,01,07,17,19.2,66,Moderate,19.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-07 06:00 PM,2021,01,07,18,18.1,64,Moderate,17.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-07 07:00 PM,2021,01,07,19,21.5,71,Moderate,25.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-07 08:00 PM,2021,01,07,20,19.7,67,Moderate,18.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-07 09:00 PM,2021,01,07,21,18.4,64,Moderate,17.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-07 10:00 PM,2021,01,07,22,19.5,67,Moderate,21.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-07 11:00 PM,2021,01,07,23,16.4,60,Moderate,13.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-08 12:00 AM,2021,01,08,00,17.6,63,Moderate,19.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-08 01:00 AM,2021,01,08,01,18.7,65,Moderate,20.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-08 02:00 AM,2021,01,08,02,17.9,63,Moderate,17.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-08 03:00 AM,2021,01,08,03,18.9,65,Moderate,20.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-08 04:00 AM,2021,01,08,04,17.0,61,Moderate,15.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-08 05:00 AM,2021,01,08,05,18.4,64,Moderate,20.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-08 06:00 AM,2021,01,08,06,14.7,56,Moderate,11.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-08 07:00 AM,2021,01,08,07,14.9,57,Moderate,15.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-08 08:00 AM,2021,01,08,08,16.4,60,Moderate,18.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-08 09:00 AM,2021,01,08,09,20.7,69,Moderate,25.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-08 10:00 AM,2021,01,08,10,25.8,80,Moderate,31.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-08 11:00 AM,2021,01,08,11,28.9,86,Moderate,32.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-08 12:00 PM,2021,01,08,12,27.9,84,Moderate,27.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-08 01:00 PM,2021,01,08,13,29.9,88,Moderate,32.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-08 02:00 PM,2021,01,08,14,30.4,89,Moderate,31.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-08 03:00 PM,2021,01,08,15,32.7,94,Moderate,35.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-08 04:00 PM,2021,01,08,16,35.8,102,Unhealthy for Sensitive Groups,39.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-08 05:00 PM,2021,01,08,17,32.4,94,Moderate,29.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-08 06:00 PM,2021,01,08,18,27.7,84,Moderate,23.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-01-08 07:00 PM,2021,01,08,19,28.3,85,Moderate,29.0,UG/M3,1 Hr,Valid
