Site,Parameter,Date (LT),Year,Month,Day,Hour,AQI,AQI Category,24-hr. Midpoint Avg. Conc.,Raw Conc.,Conc. Unit,Duration,QC Name
New Delhi,PM2.5 - Principal,2016-08-24 07:00 PM,2016,08,24,19,89,Moderate,30.2,19.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-24 08:00 PM,2016,08,24,20,89,Moderate,30.1,32.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-24 09:00 PM,2016,08,24,21,88,Moderate,29.8,27.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-24 10:00 PM,2016,08,24,22,87,Moderate,29.4,33.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-24 11:00 PM,2016,08,24,23,87,Moderate,29.0,40.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-25 12:00 AM,2016,08,25,00,86,Moderate,28.9,42.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-25 01:00 AM,2016,08,25,01,85,Moderate,28.3,29.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-25 02:00 AM,2016,08,25,02,84,Moderate,27.9,47.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-25 03:00 AM,2016,08,25,03,83,Moderate,27.2,42.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-25 04:00 AM,2016,08,25,04,82,Moderate,27.0,27.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-25 05:00 AM,2016,08,25,05,82,Moderate,26.8,23.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-25 06:00 AM,2016,08,25,06,82,Moderate,26.8,26.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-25 07:00 AM,2016,08,25,07,81,Moderate,26.2,22.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-25 08:00 AM,2016,08,25,08,81,Moderate,26.5,24.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-25 09:00 AM,2016,08,25,09,81,Moderate,26.6,22.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-25 10:00 AM,2016,08,25,10,83,Moderate,27.3,21.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-25 11:00 AM,2016,08,25,11,85,Moderate,28.3,23.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-25 12:00 PM,2016,08,25,12,87,Moderate,29.1,17.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-25 01:00 PM,2016,08,25,13,88,Moderate,29.9,18.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-25 02:00 PM,2016,08,25,14,91,Moderate,31.1,14.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-25 03:00 PM,2016,08,25,15,92,Moderate,31.7,24.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-25 04:00 PM,2016,08,25,16,94,Moderate,32.5,21.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-25 05:00 PM,2016,08,25,17,97,Moderate,33.8,23.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-25 06:00 PM,2016,08,25,18,98,Moderate,34.6,15.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-25 07:00 PM,2016,08,25,19,100,Moderate,35.2,26.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-25 08:00 PM,2016,08,25,20,102,Unhealthy for Sensitive Groups,36.0,33.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-25 09:00 PM,2016,08,25,21,104,Unhealthy for Sensitive Groups,36.7,44.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-25 10:00 PM,2016,08,25,22,106,Unhealthy for Sensitive Groups,37.6,57.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-25 11:00 PM,2016,08,25,23,108,Unhealthy for Sensitive Groups,38.3,60.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-26 12:00 AM,2016,08,26,00,108,Unhealthy for Sensitive Groups,38.2,61.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-26 01:00 AM,2016,08,26,01,108,Unhealthy for Sensitive Groups,38.4,57.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-26 02:00 AM,2016,08,26,02,110,Unhealthy for Sensitive Groups,39.2,62.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-26 03:00 AM,2016,08,26,03,114,Unhealthy for Sensitive Groups,40.7,61.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-26 04:00 AM,2016,08,26,04,116,Unhealthy for Sensitive Groups,41.7,58.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-26 05:00 AM,2016,08,26,05,120,Unhealthy for Sensitive Groups,43.4,42.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-26 06:00 AM,2016,08,26,06,121,Unhealthy for Sensitive Groups,43.7,41.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-26 07:00 AM,2016,08,26,07,122,Unhealthy for Sensitive Groups,43.9,40.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-26 08:00 AM,2016,08,26,08,121,Unhealthy for Sensitive Groups,43.7,42.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-26 09:00 AM,2016,08,26,09,122,Unhealthy for Sensitive Groups,44.0,44.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-26 10:00 AM,2016,08,26,10,123,Unhealthy for Sensitive Groups,44.3,38.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-26 11:00 AM,2016,08,26,11,124,Unhealthy for Sensitive Groups,44.7,20.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-26 12:00 PM,2016,08,26,12,127,Unhealthy for Sensitive Groups,46.0,22.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-26 01:00 PM,2016,08,26,13,128,Unhealthy for Sensitive Groups,46.5,37.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-26 02:00 PM,2016,08,26,14,126,Unhealthy for Sensitive Groups,45.8,51.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-26 03:00 PM,2016,08,26,15,124,Unhealthy for Sensitive Groups,44.7,48.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-26 04:00 PM,2016,08,26,16,121,Unhealthy for Sensitive Groups,43.5,60.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-26 05:00 PM,2016,08,26,17,117,Unhealthy for Sensitive Groups,41.9,31.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-26 06:00 PM,2016,08,26,18,115,Unhealthy for Sensitive Groups,41.0,19.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-26 07:00 PM,2016,08,26,19,113,Unhealthy for Sensitive Groups,40.3,23.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-26 08:00 PM,2016,08,26,20,111,Unhealthy for Sensitive Groups,39.7,38.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-26 09:00 PM,2016,08,26,21,110,Unhealthy for Sensitive Groups,39.0,53.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-26 10:00 PM,2016,08,26,22,109,Unhealthy for Sensitive Groups,38.7,66.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-26 11:00 PM,2016,08,26,23,109,Unhealthy for Sensitive Groups,38.7,91.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-27 12:00 AM,2016,08,27,00,111,Unhealthy for Sensitive Groups,39.5,72.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-27 01:00 AM,2016,08,27,01,112,Unhealthy for Sensitive Groups,40.0,41.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-27 02:00 AM,2016,08,27,02,112,Unhealthy for Sensitive Groups,40.0,35.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-27 03:00 AM,2016,08,27,03,110,Unhealthy for Sensitive Groups,39.0,32.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-27 04:00 AM,2016,08,27,04,107,Unhealthy for Sensitive Groups,38.0,21.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-27 05:00 AM,2016,08,27,05,103,Unhealthy for Sensitive Groups,36.3,21.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-27 06:00 AM,2016,08,27,06,103,Unhealthy for Sensitive Groups,36.2,23.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-27 07:00 AM,2016,08,27,07,105,Unhealthy for Sensitive Groups,37.1,27.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-27 08:00 AM,2016,08,27,08,105,Unhealthy for Sensitive Groups,37.1,25.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-27 09:00 AM,2016,08,27,09,105,Unhealthy for Sensitive Groups,37.0,35.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-27 10:00 AM,2016,08,27,10,104,Unhealthy for Sensitive Groups,36.9,39.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-27 11:00 AM,2016,08,27,11,102,Unhealthy for Sensitive Groups,36.0,39.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-27 12:00 PM,2016,08,27,12,100,Moderate,35.2,34.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-27 01:00 PM,2016,08,27,13,99,Moderate,34.7,36.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-27 02:00 PM,2016,08,27,14,101,Unhealthy for Sensitive Groups,35.5,27.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-27 03:00 PM,2016,08,27,15,104,Unhealthy for Sensitive Groups,36.7,26.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-27 04:00 PM,2016,08,27,16,107,Unhealthy for Sensitive Groups,38.0,19.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-27 05:00 PM,2016,08,27,17,110,Unhealthy for Sensitive Groups,39.0,29.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-27 06:00 PM,2016,08,27,18,113,Unhealthy for Sensitive Groups,40.3,39.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-27 07:00 PM,2016,08,27,19,116,Unhealthy for Sensitive Groups,41.5,24.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-27 08:00 PM,2016,08,27,20,117,Unhealthy for Sensitive Groups,41.9,34.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-27 09:00 PM,2016,08,27,21,118,Unhealthy for Sensitive Groups,42.5,51.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-27 10:00 PM,2016,08,27,22,117,Unhealthy for Sensitive Groups,42.1,46.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-27 11:00 PM,2016,08,27,23,117,Unhealthy for Sensitive Groups,41.8,72.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-28 12:00 AM,2016,08,28,00,115,Unhealthy for Sensitive Groups,41.3,59.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-28 01:00 AM,2016,08,28,01,114,Unhealthy for Sensitive Groups,40.9,61.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-28 02:00 AM,2016,08,28,02,113,Unhealthy for Sensitive Groups,40.4,63.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-28 03:00 AM,2016,08,28,03,113,Unhealthy for Sensitive Groups,40.4,63.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-28 04:00 AM,2016,08,28,04,112,Unhealthy for Sensitive Groups,40.0,46.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-28 05:00 AM,2016,08,28,05,114,Unhealthy for Sensitive Groups,40.6,51.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-28 06:00 AM,2016,08,28,06,113,Unhealthy for Sensitive Groups,40.5,51.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-28 07:00 AM,2016,08,28,07,112,Unhealthy for Sensitive Groups,40.0,38.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-28 08:00 AM,2016,08,28,08,114,Unhealthy for Sensitive Groups,40.7,38.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-28 09:00 AM,2016,08,28,09,115,Unhealthy for Sensitive Groups,41.1,27.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-28 10:00 AM,2016,08,28,10,114,Unhealthy for Sensitive Groups,40.7,31.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-28 11:00 AM,2016,08,28,11,114,Unhealthy for Sensitive Groups,40.7,28.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-28 12:00 PM,2016,08,28,12,111,Unhealthy for Sensitive Groups,39.7,24.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-28 01:00 PM,2016,08,28,13,111,Unhealthy for Sensitive Groups,39.5,23.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-28 02:00 PM,2016,08,28,14,109,Unhealthy for Sensitive Groups,38.7,27.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-28 03:00 PM,2016,08,28,15,108,Unhealthy for Sensitive Groups,38.2,17.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-28 04:00 PM,2016,08,28,16,105,Unhealthy for Sensitive Groups,37.3,34.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-28 05:00 PM,2016,08,28,17,104,Unhealthy for Sensitive Groups,36.8,25.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-28 06:00 PM,2016,08,28,18,101,Unhealthy for Sensitive Groups,35.5,29.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-28 07:00 PM,2016,08,28,19,98,Moderate,34.3,41.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-28 08:00 PM,2016,08,28,20,96,Moderate,33.7,43.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-28 09:00 PM,2016,08,28,21,96,Moderate,33.3,42.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-28 10:00 PM,2016,08,28,22,96,Moderate,33.4,46.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-28 11:00 PM,2016,08,28,23,97,Moderate,33.9,46.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-29 12:00 AM,2016,08,29,00,99,Moderate,35.1,54.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-29 01:00 AM,2016,08,29,01,102,Unhealthy for Sensitive Groups,36.0,44.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-29 02:00 AM,2016,08,29,02,106,Unhealthy for Sensitive Groups,37.5,50.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-29 03:00 AM,2016,08,29,03,106,Unhealthy for Sensitive Groups,37.5,42.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-29 04:00 AM,2016,08,29,04,106,Unhealthy for Sensitive Groups,37.5,33.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-29 05:00 AM,2016,08,29,05,107,Unhealthy for Sensitive Groups,37.8,20.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-29 06:00 AM,2016,08,29,06,109,Unhealthy for Sensitive Groups,38.7,23.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-29 07:00 AM,2016,08,29,07,108,Unhealthy for Sensitive Groups,38.4,23.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-29 08:00 AM,2016,08,29,08,105,Unhealthy for Sensitive Groups,37.3,29.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-29 09:00 AM,2016,08,29,09,102,Unhealthy for Sensitive Groups,35.9,28.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-29 10:00 AM,2016,08,29,10,99,Moderate,34.9,44.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-29 11:00 AM,2016,08,29,11,97,Moderate,34.2,56.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-29 12:00 PM,2016,08,29,12,95,Moderate,33.2,45.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-29 01:00 PM,2016,08,29,13,93,Moderate,32.0,60.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-29 02:00 PM,2016,08,29,14,92,Moderate,31.4,26.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-29 03:00 PM,2016,08,29,15,90,Moderate,30.6,18.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-29 04:00 PM,2016,08,29,16,89,Moderate,30.2,42.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-29 05:00 PM,2016,08,29,17,88,Moderate,29.9,47.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-29 06:00 PM,2016,08,29,18,89,Moderate,30.3,20.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-29 07:00 PM,2016,08,29,19,90,Moderate,30.6,16.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-29 08:00 PM,2016,08,29,20,91,Moderate,31.0,9.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-29 09:00 PM,2016,08,29,21,92,Moderate,31.4,18.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-29 10:00 PM,2016,08,29,22,92,Moderate,31.6,28.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-29 11:00 PM,2016,08,29,23,91,Moderate,31.0,23.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-30 12:00 AM,2016,08,30,00,89,Moderate,30.2,24.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-30 01:00 AM,2016,08,30,01,88,Moderate,29.7,31.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-30 02:00 AM,2016,08,30,02,86,Moderate,28.8,31.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-30 03:00 AM,2016,08,30,03,87,Moderate,29.4,31.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-30 04:00 AM,2016,08,30,04,90,Moderate,30.6,26.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-30 05:00 AM,2016,08,30,05,93,Moderate,31.9,30.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-30 06:00 AM,2016,08,30,06,98,Moderate,34.5,30.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-30 07:00 AM,2016,08,30,07,106,Unhealthy for Sensitive Groups,37.6,32.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-30 08:00 AM,2016,08,30,08,108,Unhealthy for Sensitive Groups,38.3,39.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-30 09:00 AM,2016,08,30,09,110,Unhealthy for Sensitive Groups,39.2,34.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-30 10:00 AM,2016,08,30,10,110,Unhealthy for Sensitive Groups,39.2,29.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-30 11:00 AM,2016,08,30,11,110,Unhealthy for Sensitive Groups,39.0,37.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-30 12:00 PM,2016,08,30,12,110,Unhealthy for Sensitive Groups,39.3,32.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-30 01:00 PM,2016,08,30,13,111,Unhealthy for Sensitive Groups,39.7,39.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-30 02:00 PM,2016,08,30,14,112,Unhealthy for Sensitive Groups,40.0,41.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-30 03:00 PM,2016,08,30,15,111,Unhealthy for Sensitive Groups,39.5,46.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-30 04:00 PM,2016,08,30,16,109,Unhealthy for Sensitive Groups,38.7,73.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-30 05:00 PM,2016,08,30,17,107,Unhealthy for Sensitive Groups,38.1,111.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-30 06:00 PM,2016,08,30,18,105,Unhealthy for Sensitive Groups,37.3,94.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-30 07:00 PM,2016,08,30,19,103,Unhealthy for Sensitive Groups,36.5,32.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-30 08:00 PM,2016,08,30,20,103,Unhealthy for Sensitive Groups,36.5,30.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-30 09:00 PM,2016,08,30,21,104,Unhealthy for Sensitive Groups,36.6,20.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-30 10:00 PM,2016,08,30,22,106,Unhealthy for Sensitive Groups,37.5,22.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-30 11:00 PM,2016,08,30,23,103,Unhealthy for Sensitive Groups,36.3,30.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-31 12:00 AM,2016,08,31,00,99,Moderate,34.9,35.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-31 01:00 AM,2016,08,31,01,97,Moderate,34.0,38.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-31 02:00 AM,2016,08,31,02,95,Moderate,32.8,17.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-31 03:00 AM,2016,08,31,03,93,Moderate,32.0,12.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-31 04:00 AM,2016,08,31,04,91,Moderate,31.0,12.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-31 05:00 AM,2016,08,31,05,86,Moderate,28.9,12.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-08-31 06:00 AM,2016,08,31,06,80,Moderate,25.7,11.0,UG/M3,1 Hr,Valid
