Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name
Embassy Kathmandu,PM2.5 - Principal,2018-01-01 10:00 PM,2018,01,01,22,65.4,156,Unhealthy,58.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-01 11:00 PM,2018,01,01,23,85.2,166,Unhealthy,105.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-02 12:00 AM,2018,01,02,00,65.6,156,Unhealthy,46.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-02 01:00 AM,2018,01,02,01,62.3,155,Unhealthy,59.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-02 02:00 AM,2018,01,02,02,59.6,153,Unhealthy,57.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-02 03:00 AM,2018,01,02,03,50.8,139,Unhealthy for Sensitive Groups,42.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-02 04:00 AM,2018,01,02,04,46.4,128,Unhealthy for Sensitive Groups,42.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-02 05:00 AM,2018,01,02,05,50.7,138,Unhealthy for Sensitive Groups,55.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-02 06:00 AM,2018,01,02,06,56.3,151,Unhealthy,62.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-02 07:00 AM,2018,01,02,07,57.1,152,Unhealthy,58.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-02 08:00 AM,2018,01,02,08,73.5,160,Unhealthy,90.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-02 09:00 AM,2018,01,02,09,97.3,173,Unhealthy,121.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-02 10:00 AM,2018,01,02,10,103.6,176,Unhealthy,110.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-02 11:00 AM,2018,01,02,11,82.3,165,Unhealthy,61.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-02 12:00 PM,2018,01,02,12,57.1,152,Unhealthy,32.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-02 01:00 PM,2018,01,02,13,40.5,113,Unhealthy for Sensitive Groups,24.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-02 02:00 PM,2018,01,02,14,34.7,99,Moderate,29.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-02 03:00 PM,2018,01,02,15,25.3,79,Moderate,16.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-02 04:00 PM,2018,01,02,16,20.6,69,Moderate,16.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-02 05:00 PM,2018,01,02,17,20.3,68,Moderate,20.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-02 06:00 PM,2018,01,02,18,26.6,81,Moderate,33.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-02 07:00 PM,2018,01,02,19,67.3,157,Unhealthy,108.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-02 08:00 PM,2018,01,02,20,90.6,169,Unhealthy,114.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-02 09:00 PM,2018,01,02,21,107.8,178,Unhealthy,125.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-02 10:00 PM,2018,01,02,22,113.9,181,Unhealthy,120.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-02 11:00 PM,2018,01,02,23,103.9,176,Unhealthy,94.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-03 12:00 AM,2018,01,03,00,92.9,170,Unhealthy,82.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-03 01:00 AM,2018,01,03,01,78.4,163,Unhealthy,64.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-03 02:00 AM,2018,01,03,02,62.7,155,Unhealthy,47.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-03 03:00 AM,2018,01,03,03,58.8,153,Unhealthy,55.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-03 04:00 AM,2018,01,03,04,61.4,154,Unhealthy,64.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-03 05:00 AM,2018,01,03,05,64.2,155,Unhealthy,67.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-03 06:00 AM,2018,01,03,06,67.1,157,Unhealthy,70.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-03 07:00 AM,2018,01,03,07,70.5,159,Unhealthy,74.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-03 08:00 AM,2018,01,03,08,83.2,165,Unhealthy,96.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-03 09:00 AM,2018,01,03,09,113.6,181,Unhealthy,144.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-03 10:00 AM,2018,01,03,10,127.3,188,Unhealthy,141.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-03 11:00 AM,2018,01,03,11,114.6,182,Unhealthy,102.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-03 12:00 PM,2018,01,03,12,95.8,172,Unhealthy,77.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-03 01:00 PM,2018,01,03,13,58.9,153,Unhealthy,22.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-03 02:00 PM,2018,01,03,14,41.9,117,Unhealthy for Sensitive Groups,25.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-03 03:00 PM,2018,01,03,15,34.4,98,Moderate,27.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-03 04:00 PM,2018,01,03,16,28.2,85,Moderate,22.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-03 05:00 PM,2018,01,03,17,28.1,85,Moderate,28.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-03 06:00 PM,2018,01,03,18,35.5,101,Unhealthy for Sensitive Groups,43.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-03 07:00 PM,2018,01,03,19,37.7,106,Unhealthy for Sensitive Groups,40.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-03 08:00 PM,2018,01,03,20,43.8,121,Unhealthy for Sensitive Groups,50.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-03 09:00 PM,2018,01,03,21,72.4,160,Unhealthy,101.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-03 10:00 PM,2018,01,03,22,76.2,162,Unhealthy,80.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-03 11:00 PM,2018,01,03,23,80.6,164,Unhealthy,85.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-04 12:00 AM,2018,01,04,00,82.8,165,Unhealthy,85.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-04 01:00 AM,2018,01,04,01,69.9,158,Unhealthy,57.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-04 02:00 AM,2018,01,04,02,57.4,152,Unhealthy,45.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-04 03:00 AM,2018,01,04,03,52.2,142,Unhealthy for Sensitive Groups,47.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-04 04:00 AM,2018,01,04,04,48.1,132,Unhealthy for Sensitive Groups,44.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-04 05:00 AM,2018,01,04,05,45.0,124,Unhealthy for Sensitive Groups,42.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-04 06:00 AM,2018,01,04,06,50.5,138,Unhealthy for Sensitive Groups,56.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-04 07:00 AM,2018,01,04,07,60.7,154,Unhealthy,71.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-04 08:00 AM,2018,01,04,08,101.3,175,Unhealthy,142.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-04 09:00 AM,2018,01,04,09,135.7,192,Unhealthy,170.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-04 10:00 AM,2018,01,04,10,127.8,188,Unhealthy,120.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-04 11:00 AM,2018,01,04,11,121.4,185,Unhealthy,115.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-04 12:00 PM,2018,01,04,12,91.2,169,Unhealthy,61.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-04 01:00 PM,2018,01,04,13,57.6,152,Unhealthy,24.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-04 02:00 PM,2018,01,04,14,41.2,115,Unhealthy for Sensitive Groups,25.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-04 03:00 PM,2018,01,04,15,29.6,88,Moderate,18.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-04 04:00 PM,2018,01,04,16,36.8,104,Unhealthy for Sensitive Groups,44.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-04 05:00 PM,2018,01,04,17,35.9,102,Unhealthy for Sensitive Groups,35.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-04 06:00 PM,2018,01,04,18,38.4,108,Unhealthy for Sensitive Groups,41.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-04 07:00 PM,2018,01,04,19,43.2,120,Unhealthy for Sensitive Groups,48.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-04 08:00 PM,2018,01,04,20,55.1,149,Unhealthy for Sensitive Groups,67.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-04 09:00 PM,2018,01,04,21,84.0,166,Unhealthy,113.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-04 10:00 PM,2018,01,04,22,92.5,170,Unhealthy,101.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-04 11:00 PM,2018,01,04,23,90.7,169,Unhealthy,89.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-05 12:00 AM,2018,01,05,00,76.3,162,Unhealthy,62.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-05 01:00 AM,2018,01,05,01,68.6,158,Unhealthy,61.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-05 02:00 AM,2018,01,05,02,57.8,152,Unhealthy,47.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-05 03:00 AM,2018,01,05,03,52.9,144,Unhealthy for Sensitive Groups,48.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-05 04:00 AM,2018,01,05,04,54.4,148,Unhealthy for Sensitive Groups,56.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-05 05:00 AM,2018,01,05,05,53.2,145,Unhealthy for Sensitive Groups,52.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-05 06:00 AM,2018,01,05,06,56.1,151,Unhealthy,59.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-05 07:00 AM,2018,01,05,07,67.5,157,Unhealthy,79.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-05 08:00 AM,2018,01,05,08,103.7,176,Unhealthy,140.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-05 09:00 AM,2018,01,05,09,112.8,181,Unhealthy,122.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-05 10:00 AM,2018,01,05,10,103.4,176,Unhealthy,94.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-05 11:00 AM,2018,01,05,11,100.7,174,Unhealthy,98.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-05 12:00 PM,2018,01,05,12,74.8,161,Unhealthy,49.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-05 01:00 PM,2018,01,05,13,51.4,140,Unhealthy for Sensitive Groups,28.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-05 02:00 PM,2018,01,05,14,37.7,106,Unhealthy for Sensitive Groups,24.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-05 03:00 PM,2018,01,05,15,37.8,107,Unhealthy for Sensitive Groups,38.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-05 04:00 PM,2018,01,05,16,34.9,99,Moderate,32.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-05 05:00 PM,2018,01,05,17,32.4,94,Moderate,30.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-05 06:00 PM,2018,01,05,18,39.2,110,Unhealthy for Sensitive Groups,46.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-05 07:00 PM,2018,01,05,19,43.6,121,Unhealthy for Sensitive Groups,48.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-05 08:00 PM,2018,01,05,20,47.2,130,Unhealthy for Sensitive Groups,51.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-05 09:00 PM,2018,01,05,21,54.1,147,Unhealthy for Sensitive Groups,61.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-05 10:00 PM,2018,01,05,22,72.5,160,Unhealthy,91.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-05 11:00 PM,2018,01,05,23,80.2,164,Unhealthy,88.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-06 12:00 AM,2018,01,06,00,70.1,159,Unhealthy,60.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-06 01:00 AM,2018,01,06,01,66.5,157,Unhealthy,63.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-06 02:00 AM,2018,01,06,02,60.2,153,Unhealthy,54.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-06 03:00 AM,2018,01,06,03,56.6,152,Unhealthy,53.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-06 04:00 AM,2018,01,06,04,50.3,137,Unhealthy for Sensitive Groups,44.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-06 05:00 AM,2018,01,06,05,55.1,149,Unhealthy for Sensitive Groups,60.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-06 06:00 AM,2018,01,06,06,65.5,156,Unhealthy,76.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-06 07:00 AM,2018,01,06,07,73.7,160,Unhealthy,82.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-06 08:00 AM,2018,01,06,08,98.9,173,Unhealthy,124.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-06 09:00 AM,2018,01,06,09,152.4,203,Very Unhealthy,206.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-06 10:00 AM,2018,01,06,10,165.2,216,Very Unhealthy,178.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-06 11:00 AM,2018,01,06,11,173.6,224,Very Unhealthy,182.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-06 12:00 PM,2018,01,06,12,135.3,192,Unhealthy,97.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-06 01:00 PM,2018,01,06,13,100.6,174,Unhealthy,66.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-06 02:00 PM,2018,01,06,14,64.3,156,Unhealthy,28.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-06 03:00 PM,2018,01,06,15,43.1,120,Unhealthy for Sensitive Groups,22.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-06 04:00 PM,2018,01,06,16,32.5,94,Moderate,22.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-06 05:00 PM,2018,01,06,17,28.7,86,Moderate,25.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-06 06:00 PM,2018,01,06,18,32.3,93,Moderate,36.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-06 07:00 PM,2018,01,06,19,35.6,101,Unhealthy for Sensitive Groups,39.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-06 08:00 PM,2018,01,06,20,46.3,128,Unhealthy for Sensitive Groups,57.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-06 09:00 PM,2018,01,06,21,67.1,157,Unhealthy,88.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-06 10:00 PM,2018,01,06,22,80.5,164,Unhealthy,94.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-06 11:00 PM,2018,01,06,23,81.7,165,Unhealthy,83.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-07 12:00 AM,2018,01,07,00,76.8,162,Unhealthy,72.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-07 01:00 AM,2018,01,07,01,62.4,155,Unhealthy,48.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-07 02:00 AM,2018,01,07,02,52.2,142,Unhealthy for Sensitive Groups,42.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-07 03:00 AM,2018,01,07,03,50.1,137,Unhealthy for Sensitive Groups,48.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-07 04:00 AM,2018,01,07,04,51.5,140,Unhealthy for Sensitive Groups,53.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-07 05:00 AM,2018,01,07,05,53.2,145,Unhealthy for Sensitive Groups,55.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-07 06:00 AM,2018,01,07,06,61.6,154,Unhealthy,70.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-07 07:00 AM,2018,01,07,07,67.3,157,Unhealthy,73.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-07 08:00 AM,2018,01,07,08,99.1,174,Unhealthy,131.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-07 09:00 AM,2018,01,07,09,148.0,199,Unhealthy,197.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-07 10:00 AM,2018,01,07,10,163.5,214,Very Unhealthy,179.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-07 11:00 AM,2018,01,07,11,148.7,199,Unhealthy,134.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-07 12:00 PM,2018,01,07,12,97.8,173,Unhealthy,47.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-07 01:00 PM,2018,01,07,13,64.9,156,Unhealthy,32.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-07 02:00 PM,2018,01,07,14,54.4,148,Unhealthy for Sensitive Groups,44.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-07 03:00 PM,2018,01,07,15,49.7,136,Unhealthy for Sensitive Groups,45.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-07 04:00 PM,2018,01,07,16,38.3,108,Unhealthy for Sensitive Groups,27.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-07 05:00 PM,2018,01,07,17,34.1,97,Moderate,30.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-07 06:00 PM,2018,01,07,18,41.0,115,Unhealthy for Sensitive Groups,48.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-07 07:00 PM,2018,01,07,19,49.5,135,Unhealthy for Sensitive Groups,58.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-07 08:00 PM,2018,01,07,20,89.7,169,Unhealthy,130.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-07 09:00 PM,2018,01,07,21,100.3,174,Unhealthy,111.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-07 10:00 PM,2018,01,07,22,103.1,176,Unhealthy,106.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-07 11:00 PM,2018,01,07,23,101.0,174,Unhealthy,99.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-08 12:00 AM,2018,01,08,00,104.0,176,Unhealthy,107.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-08 01:00 AM,2018,01,08,01,106.5,177,Unhealthy,109.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-08 02:00 AM,2018,01,08,02,92.7,170,Unhealthy,79.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-08 03:00 AM,2018,01,08,03,76.8,162,Unhealthy,61.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2018-01-08 04:00 AM,2018,01,08,04,75.9,162,Unhealthy,75.0,UG/M3,1 Hr,Valid
