Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name
Dhaka,PM2.5 - Principal,2022-01-01 03:00 PM,2022,01,01,15,78.6,163,Unhealthy,57.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-01 04:00 PM,2022,01,01,16,79.8,164,Unhealthy,81.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-01 05:00 PM,2022,01,01,17,71.4,159,Unhealthy,63.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-01 06:00 PM,2022,01,01,18,78.7,163,Unhealthy,86.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-01 07:00 PM,2022,01,01,19,97.8,173,Unhealthy,117.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-01 08:00 PM,2022,01,01,20,106.9,178,Unhealthy,116.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-01 09:00 PM,2022,01,01,21,114.4,181,Unhealthy,122.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-01 10:00 PM,2022,01,01,22,135.2,192,Unhealthy,156.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-01 11:00 PM,2022,01,01,23,150.1,200,Unhealthy,165.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-02 12:00 AM,2022,01,02,00,151.5,202,Very Unhealthy,153.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-02 01:00 AM,2022,01,02,01,146.7,198,Unhealthy,142.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-02 02:00 AM,2022,01,02,02,140.8,195,Unhealthy,135.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-02 03:00 AM,2022,01,02,03,140.4,195,Unhealthy,140.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-02 04:00 AM,2022,01,02,04,142.7,196,Unhealthy,145.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-02 05:00 AM,2022,01,02,05,148.1,199,Unhealthy,154.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-02 06:00 AM,2022,01,02,06,148.7,199,Unhealthy,155.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-02 07:00 AM,2022,01,02,07,153.5,204,Very Unhealthy,164.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-02 08:00 AM,2022,01,02,08,154.8,205,Very Unhealthy,160.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-02 09:00 AM,2022,01,02,09,156.0,206,Very Unhealthy,165.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-02 10:00 AM,2022,01,02,10,160.9,211,Very Unhealthy,174.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-02 11:00 AM,2022,01,02,11,170.9,221,Very Unhealthy,190.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-02 12:00 PM,2022,01,02,12,184.7,235,Very Unhealthy,206.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-02 01:00 PM,2022,01,02,13,197.0,247,Very Unhealthy,215.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-02 02:00 PM,2022,01,02,14,194.4,245,Very Unhealthy,192.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-02 03:00 PM,2022,01,02,15,190.8,241,Very Unhealthy,185.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-02 04:00 PM,2022,01,02,16,189.3,239,Very Unhealthy,187.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-02 05:00 PM,2022,01,02,17,187.9,238,Very Unhealthy,184.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-02 06:00 PM,2022,01,02,18,190.7,241,Very Unhealthy,198.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-02 07:00 PM,2022,01,02,19,192.1,242,Very Unhealthy,195.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-02 08:00 PM,2022,01,02,20,193.2,243,Very Unhealthy,196.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-02 09:00 PM,2022,01,02,21,199.4,249,Very Unhealthy,220.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-02 10:00 PM,2022,01,02,22,204.1,254,Very Unhealthy,224.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-02 11:00 PM,2022,01,02,23,217.5,267,Very Unhealthy,247.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-03 12:00 AM,2022,01,03,00,224.0,274,Very Unhealthy,242.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-03 01:00 AM,2022,01,03,01,229.9,280,Very Unhealthy,246.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-03 02:00 AM,2022,01,03,02,221.0,271,Very Unhealthy,195.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-03 03:00 AM,2022,01,03,03,212.6,263,Very Unhealthy,188.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-03 04:00 AM,2022,01,03,04,192.1,242,Very Unhealthy,160.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-03 05:00 AM,2022,01,03,05,177.3,228,Very Unhealthy,155.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-03 06:00 AM,2022,01,03,06,171.1,221,Very Unhealthy,161.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-03 07:00 AM,2022,01,03,07,167.7,218,Very Unhealthy,162.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-03 08:00 AM,2022,01,03,08,164.7,215,Very Unhealthy,160.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-03 09:00 AM,2022,01,03,09,172.2,223,Very Unhealthy,185.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-03 10:00 AM,2022,01,03,10,178.0,228,Very Unhealthy,188.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-03 11:00 AM,2022,01,03,11,182.3,233,Very Unhealthy,190.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-03 12:00 PM,2022,01,03,12,185.8,236,Very Unhealthy,192.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-03 01:00 PM,2022,01,03,13,176.8,227,Very Unhealthy,163.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-03 02:00 PM,2022,01,03,14,153.5,204,Very Unhealthy,117.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-03 03:00 PM,2022,01,03,15,140.0,195,Unhealthy,119.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-03 04:00 PM,2022,01,03,16,133.3,191,Unhealthy,123.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-03 05:00 PM,2022,01,03,17,114.9,182,Unhealthy,100.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-03 06:00 PM,2022,01,03,18,114.0,181,Unhealthy,113.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-03 07:00 PM,2022,01,03,19,134.6,192,Unhealthy,157.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-03 08:00 PM,2022,01,03,20,161.6,212,Very Unhealthy,191.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-03 09:00 PM,2022,01,03,21,183.0,233,Very Unhealthy,203.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-03 10:00 PM,2022,01,03,22,186.0,236,Very Unhealthy,189.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-03 11:00 PM,2022,01,03,23,205.5,256,Very Unhealthy,225.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-04 12:00 AM,2022,01,04,00,216.7,267,Very Unhealthy,228.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-04 01:00 AM,2022,01,04,01,208.3,258,Very Unhealthy,200.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-04 02:00 AM,2022,01,04,02,204.7,255,Very Unhealthy,201.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-04 03:00 AM,2022,01,04,03,194.3,244,Very Unhealthy,184.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-04 04:00 AM,2022,01,04,04,191.1,241,Very Unhealthy,188.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-04 05:00 AM,2022,01,04,05,183.6,234,Very Unhealthy,176.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-04 06:00 AM,2022,01,04,06,187.4,238,Very Unhealthy,184.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-04 07:00 AM,2022,01,04,07,186.4,237,Very Unhealthy,175.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-04 08:00 AM,2022,01,04,08,186.0,236,Very Unhealthy,185.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-04 09:00 AM,2022,01,04,09,188.5,239,Very Unhealthy,197.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-04 10:00 AM,2022,01,04,10,192.7,243,Very Unhealthy,206.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-04 11:00 AM,2022,01,04,11,200.7,251,Very Unhealthy,227.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-04 12:00 PM,2022,01,04,12,204.4,254,Very Unhealthy,218.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-04 01:00 PM,2022,01,04,13,203.2,253,Very Unhealthy,199.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-04 02:00 PM,2022,01,04,14,199.8,250,Very Unhealthy,189.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-04 03:00 PM,2022,01,04,15,182.5,233,Very Unhealthy,149.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-04 04:00 PM,2022,01,04,16,138.7,194,Unhealthy,104.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-04 05:00 PM,2022,01,04,17,128.8,189,Unhealthy,119.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-04 06:00 PM,2022,01,04,18,160.4,211,Very Unhealthy,192.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-04 07:00 PM,2022,01,04,19,177.7,228,Very Unhealthy,195.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-04 08:00 PM,2022,01,04,20,197.3,247,Very Unhealthy,217.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-04 09:00 PM,2022,01,04,21,215.6,266,Very Unhealthy,234.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-04 10:00 PM,2022,01,04,22,216.3,266,Very Unhealthy,217.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-04 11:00 PM,2022,01,04,23,213.1,263,Very Unhealthy,210.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-05 12:00 AM,2022,01,05,00,227.0,277,Very Unhealthy,241.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-05 01:00 AM,2022,01,05,01,228.5,278,Very Unhealthy,230.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-05 02:00 AM,2022,01,05,02,218.2,268,Very Unhealthy,208.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-05 03:00 AM,2022,01,05,03,207.6,258,Very Unhealthy,197.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-05 04:00 AM,2022,01,05,04,208.8,259,Very Unhealthy,210.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-05 05:00 AM,2022,01,05,05,208.0,258,Very Unhealthy,190.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-05 06:00 AM,2022,01,05,06,203.7,254,Very Unhealthy,189.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-05 07:00 AM,2022,01,05,07,202.1,252,Very Unhealthy,196.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-05 08:00 AM,2022,01,05,08,203.4,253,Very Unhealthy,209.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-05 09:00 AM,2022,01,05,09,201.4,251,Very Unhealthy,196.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-05 10:00 AM,2022,01,05,10,210.5,260,Very Unhealthy,242.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-05 11:00 AM,2022,01,05,11,215.5,265,Very Unhealthy,232.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-05 12:00 PM,2022,01,05,12,222.5,272,Very Unhealthy,245.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-05 01:00 PM,2022,01,05,13,235.7,285,Very Unhealthy,262.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-05 02:00 PM,2022,01,05,14,217.6,267,Very Unhealthy,174.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-05 03:00 PM,2022,01,05,15,216.7,267,Very Unhealthy,215.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-05 04:00 PM,2022,01,05,16,212.1,262,Very Unhealthy,203.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-05 05:00 PM,2022,01,05,17,201.3,251,Very Unhealthy,180.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-05 06:00 PM,2022,01,05,18,188.6,239,Very Unhealthy,168.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-05 07:00 PM,2022,01,05,19,187.6,238,Very Unhealthy,186.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-05 08:00 PM,2022,01,05,20,191.7,242,Very Unhealthy,199.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-05 09:00 PM,2022,01,05,21,197.2,247,Very Unhealthy,207.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-05 10:00 PM,2022,01,05,22,199.2,249,Very Unhealthy,203.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-05 11:00 PM,2022,01,05,23,199.4,249,Very Unhealthy,200.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-06 12:00 AM,2022,01,06,00,204.2,254,Very Unhealthy,213.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-06 01:00 AM,2022,01,06,01,201.4,251,Very Unhealthy,204.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-06 02:00 AM,2022,01,06,02,203.7,254,Very Unhealthy,210.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-06 03:00 AM,2022,01,06,03,203.5,254,Very Unhealthy,204.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-06 04:00 AM,2022,01,06,04,203.1,253,Very Unhealthy,202.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-06 05:00 AM,2022,01,06,05,201.4,251,Very Unhealthy,194.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-06 06:00 AM,2022,01,06,06,200.0,250,Very Unhealthy,188.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-06 07:00 AM,2022,01,06,07,197.9,248,Very Unhealthy,185.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-06 08:00 AM,2022,01,06,08,200.0,250,Very Unhealthy,211.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-06 09:00 AM,2022,01,06,09,200.6,251,Very Unhealthy,205.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-06 10:00 AM,2022,01,06,10,204.0,254,Very Unhealthy,220.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-06 11:00 AM,2022,01,06,11,205.9,256,Very Unhealthy,214.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-06 12:00 PM,2022,01,06,12,182.0,232,Very Unhealthy,136.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-06 01:00 PM,2022,01,06,13,167.8,218,Very Unhealthy,145.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-06 02:00 PM,2022,01,06,14,133.8,191,Unhealthy,108.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-06 03:00 PM,2022,01,06,15,130.3,190,Unhealthy,127.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-06 04:00 PM,2022,01,06,16,126.6,188,Unhealthy,123.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-06 05:00 PM,2022,01,06,17,120.3,184,Unhealthy,114.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-06 06:00 PM,2022,01,06,18,132.1,191,Unhealthy,144.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-06 07:00 PM,2022,01,06,19,145.0,197,Unhealthy,158.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-06 08:00 PM,2022,01,06,20,180.0,230,Very Unhealthy,215.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-06 09:00 PM,2022,01,06,21,208.5,258,Very Unhealthy,237.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-06 10:00 PM,2022,01,06,22,217.7,268,Very Unhealthy,227.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-06 11:00 PM,2022,01,06,23,218.3,268,Very Unhealthy,219.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-07 12:00 AM,2022,01,07,00,216.2,266,Very Unhealthy,214.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-07 01:00 AM,2022,01,07,01,210.6,261,Very Unhealthy,205.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-07 02:00 AM,2022,01,07,02,199.3,249,Very Unhealthy,188.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-07 03:00 AM,2022,01,07,03,190.6,241,Very Unhealthy,182.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-07 04:00 AM,2022,01,07,04,187.8,238,Very Unhealthy,185.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-07 05:00 AM,2022,01,07,05,186.4,237,Very Unhealthy,180.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-07 06:00 AM,2022,01,07,06,189.9,240,Very Unhealthy,193.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-07 07:00 AM,2022,01,07,07,192.7,243,Very Unhealthy,193.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-07 08:00 AM,2022,01,07,08,195.6,246,Very Unhealthy,205.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-07 09:00 AM,2022,01,07,09,195.6,246,Very Unhealthy,197.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-07 10:00 AM,2022,01,07,10,192.8,243,Very Unhealthy,184.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-07 11:00 AM,2022,01,07,11,190.2,240,Very Unhealthy,181.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-07 12:00 PM,2022,01,07,12,186.8,237,Very Unhealthy,174.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-07 01:00 PM,2022,01,07,13,167.1,217,Very Unhealthy,136.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-07 02:00 PM,2022,01,07,14,150.9,201,Very Unhealthy,128.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-07 03:00 PM,2022,01,07,15,129.6,189,Unhealthy,111.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-07 04:00 PM,2022,01,07,16,122.4,186,Unhealthy,114.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-07 05:00 PM,2022,01,07,17,122.2,185,Unhealthy,122.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-07 06:00 PM,2022,01,07,18,117.9,183,Unhealthy,113.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-07 07:00 PM,2022,01,07,19,139.9,195,Unhealthy,166.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-07 08:00 PM,2022,01,07,20,158.3,209,Very Unhealthy,183.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-07 09:00 PM,2022,01,07,21,177.1,227,Very Unhealthy,200.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-07 10:00 PM,2022,01,07,22,193.6,244,Very Unhealthy,210.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-07 11:00 PM,2022,01,07,23,201.9,252,Very Unhealthy,211.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-08 12:00 AM,2022,01,08,00,209.7,260,Very Unhealthy,217.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-08 01:00 AM,2022,01,08,01,203.9,254,Very Unhealthy,198.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-08 02:00 AM,2022,01,08,02,190.3,240,Very Unhealthy,176.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-08 03:00 AM,2022,01,08,03,175.4,226,Very Unhealthy,159.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-08 04:00 AM,2022,01,08,04,170.4,221,Very Unhealthy,165.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-08 05:00 AM,2022,01,08,05,166.8,217,Very Unhealthy,163.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-08 06:00 AM,2022,01,08,06,171.3,222,Very Unhealthy,162.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-08 07:00 AM,2022,01,08,07,172.4,223,Very Unhealthy,175.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-08 08:00 AM,2022,01,08,08,178.5,229,Very Unhealthy,195.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-08 09:00 AM,2022,01,08,09,180.1,230,Very Unhealthy,185.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-08 10:00 AM,2022,01,08,10,169.6,220,Very Unhealthy,147.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-08 11:00 AM,2022,01,08,11,153.8,204,Very Unhealthy,132.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-08 12:00 PM,2022,01,08,12,145.7,198,Unhealthy,128.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-08 01:00 PM,2022,01,08,13,146.4,198,Unhealthy,147.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-08 02:00 PM,2022,01,08,14,138.3,194,Unhealthy,125.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-08 03:00 PM,2022,01,08,15,120.3,184,Unhealthy,104.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-08 04:00 PM,2022,01,08,16,111.3,180,Unhealthy,102.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-08 05:00 PM,2022,01,08,17,101.7,175,Unhealthy,93.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-08 06:00 PM,2022,01,08,18,104.3,176,Unhealthy,107.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2022-01-08 07:00 PM,2022,01,08,19,120.6,185,Unhealthy,137.0,UG/M3,1 Hr,Valid
