Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name
Jakarta South,PM2.5 - Principal,2021-11-01 08:00 PM,2021,11,01,20,27.1,83,Moderate,32.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-01 09:00 PM,2021,11,01,21,27.0,82,Moderate,27.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-01 10:00 PM,2021,11,01,22,34.5,98,Moderate,42.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-01 11:00 PM,2021,11,01,23,44.2,122,Unhealthy for Sensitive Groups,54.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-02 12:00 AM,2021,11,02,00,50.6,138,Unhealthy for Sensitive Groups,57.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-02 01:00 AM,2021,11,02,01,51.8,141,Unhealthy for Sensitive Groups,53.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-02 02:00 AM,2021,11,02,02,53.9,146,Unhealthy for Sensitive Groups,56.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-02 03:00 AM,2021,11,02,03,52.9,144,Unhealthy for Sensitive Groups,52.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-02 04:00 AM,2021,11,02,04,51.4,140,Unhealthy for Sensitive Groups,50.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-02 05:00 AM,2021,11,02,05,49.7,136,Unhealthy for Sensitive Groups,48.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-02 06:00 AM,2021,11,02,06,50.3,137,Unhealthy for Sensitive Groups,51.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-02 07:00 AM,2021,11,02,07,48.6,133,Unhealthy for Sensitive Groups,47.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-02 08:00 AM,2021,11,02,08,40.8,114,Unhealthy for Sensitive Groups,33.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-02 09:00 AM,2021,11,02,09,34.4,98,Moderate,28.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-02 10:00 AM,2021,11,02,10,26.2,81,Moderate,18.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-02 11:00 AM,2021,11,02,11,21.0,70,Moderate,16.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-02 12:00 PM,2021,11,02,12,18.5,64,Moderate,16.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-02 01:00 PM,2021,11,02,13,22.2,72,Moderate,26.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-02 02:00 PM,2021,11,02,14,17.6,63,Moderate,13.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-02 03:00 PM,2021,11,02,15,12.8,52,Moderate,8.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-02 04:00 PM,2021,11,02,16,13.4,54,Moderate,14.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-02 05:00 PM,2021,11,02,17,14.1,55,Moderate,15.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-02 06:00 PM,2021,11,02,18,19.0,66,Moderate,24.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-02 07:00 PM,2021,11,02,19,19.5,67,Moderate,20.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-02 08:00 PM,2021,11,02,20,21.7,71,Moderate,24.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-02 09:00 PM,2021,11,02,21,32.3,93,Moderate,43.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-02 10:00 PM,2021,11,02,22,31.1,91,Moderate,30.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-02 11:00 PM,2021,11,02,23,23.5,75,Moderate,16.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-03 12:00 AM,2021,11,03,00,19.7,67,Moderate,16.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-03 01:00 AM,2021,11,03,01,19.8,67,Moderate,20.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-03 02:00 AM,2021,11,03,02,22.9,74,Moderate,26.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-03 03:00 AM,2021,11,03,03,31.4,92,Moderate,40.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-03 04:00 AM,2021,11,03,04,37.7,106,Unhealthy for Sensitive Groups,44.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-03 05:00 AM,2021,11,03,05,35.8,102,Unhealthy for Sensitive Groups,34.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-03 06:00 AM,2021,11,03,06,36.4,103,Unhealthy for Sensitive Groups,37.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-03 07:00 AM,2021,11,03,07,36.7,104,Unhealthy for Sensitive Groups,37.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-03 08:00 AM,2021,11,03,08,37.3,105,Unhealthy for Sensitive Groups,38.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-03 09:00 AM,2021,11,03,09,31.6,92,Moderate,26.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-03 10:00 AM,2021,11,03,10,26.3,81,Moderate,21.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-03 11:00 AM,2021,11,03,11,26.6,81,Moderate,27.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-03 12:00 PM,2021,11,03,12,28.3,85,Moderate,30.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-03 01:00 PM,2021,11,03,13,26.1,80,Moderate,24.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-03 02:00 PM,2021,11,03,14,27.5,83,Moderate,29.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-03 03:00 PM,2021,11,03,15,32.7,94,Moderate,38.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-03 04:00 PM,2021,11,03,16,41.8,117,Unhealthy for Sensitive Groups,51.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-03 05:00 PM,2021,11,03,17,46.9,129,Unhealthy for Sensitive Groups,52.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-03 06:00 PM,2021,11,03,18,39.4,111,Unhealthy for Sensitive Groups,32.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-03 07:00 PM,2021,11,03,19,32.2,93,Moderate,25.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-03 08:00 PM,2021,11,03,20,28.6,86,Moderate,25.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-03 09:00 PM,2021,11,03,21,36.3,103,Unhealthy for Sensitive Groups,44.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-03 10:00 PM,2021,11,03,22,38.1,107,Unhealthy for Sensitive Groups,40.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-03 11:00 PM,2021,11,03,23,37.0,105,Unhealthy for Sensitive Groups,36.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-04 12:00 AM,2021,11,04,00,39.5,111,Unhealthy for Sensitive Groups,42.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-04 01:00 AM,2021,11,04,01,44.2,122,Unhealthy for Sensitive Groups,49.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-04 02:00 AM,2021,11,04,02,51.1,139,Unhealthy for Sensitive Groups,58.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-04 03:00 AM,2021,11,04,03,53.0,144,Unhealthy for Sensitive Groups,55.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-04 04:00 AM,2021,11,04,04,50.0,137,Unhealthy for Sensitive Groups,47.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-04 05:00 AM,2021,11,04,05,49.0,134,Unhealthy for Sensitive Groups,48.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-04 06:00 AM,2021,11,04,06,51.5,140,Unhealthy for Sensitive Groups,54.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-04 07:00 AM,2021,11,04,07,51.7,141,Unhealthy for Sensitive Groups,52.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-04 08:00 AM,2021,11,04,08,48.1,132,Unhealthy for Sensitive Groups,43.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-04 09:00 AM,2021,11,04,09,51.1,139,Unhealthy for Sensitive Groups,56.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-04 10:00 AM,2021,11,04,10,52.6,143,Unhealthy for Sensitive Groups,55.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-04 11:00 AM,2021,11,04,11,60.2,153,Unhealthy,71.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-04 12:00 PM,2021,11,04,12,48.5,133,Unhealthy for Sensitive Groups,35.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-04 01:00 PM,2021,11,04,13,45.2,125,Unhealthy for Sensitive Groups,42.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-04 02:00 PM,2021,11,04,14,38.6,109,Unhealthy for Sensitive Groups,32.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-04 03:00 PM,2021,11,04,15,27.3,83,Moderate,16.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-04 04:00 PM,2021,11,04,16,23.6,75,Moderate,20.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-04 05:00 PM,2021,11,04,17,23.3,75,Moderate,23.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-04 06:00 PM,2021,11,04,18,26.1,80,Moderate,29.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-04 07:00 PM,2021,11,04,19,32.0,93,Moderate,38.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-04 08:00 PM,2021,11,04,20,39.5,111,Unhealthy for Sensitive Groups,47.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-04 09:00 PM,2021,11,04,21,38.2,108,Unhealthy for Sensitive Groups,37.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-04 10:00 PM,2021,11,04,22,36.1,102,Unhealthy for Sensitive Groups,34.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-04 11:00 PM,2021,11,04,23,37.5,106,Unhealthy for Sensitive Groups,39.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-05 12:00 AM,2021,11,05,00,42.2,117,Unhealthy for Sensitive Groups,47.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-05 01:00 AM,2021,11,05,01,43.1,120,Unhealthy for Sensitive Groups,44.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-05 02:00 AM,2021,11,05,02,44.5,123,Unhealthy for Sensitive Groups,46.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-05 03:00 AM,2021,11,05,03,43.7,121,Unhealthy for Sensitive Groups,43.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-05 04:00 AM,2021,11,05,04,44.3,123,Unhealthy for Sensitive Groups,45.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-05 05:00 AM,2021,11,05,05,52.2,142,Unhealthy for Sensitive Groups,60.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-05 06:00 AM,2021,11,05,06,54.5,148,Unhealthy for Sensitive Groups,59.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-05 07:00 AM,2021,11,05,07,56.0,151,Unhealthy,58.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-05 08:00 AM,2021,11,05,08,51.2,140,Unhealthy for Sensitive Groups,45.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-05 09:00 AM,2021,11,05,09,47.2,130,Unhealthy for Sensitive Groups,42.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-05 10:00 AM,2021,11,05,10,53.1,144,Unhealthy for Sensitive Groups,62.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-05 11:00 AM,2021,11,05,11,72.6,160,Unhealthy,91.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-05 12:00 PM,2021,11,05,12,77.3,162,Unhealthy,82.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-05 01:00 PM,2021,11,05,13,71.1,159,Unhealthy,65.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-05 02:00 PM,2021,11,05,14,62.5,155,Unhealthy,54.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-05 03:00 PM,2021,11,05,15,49.2,135,Unhealthy for Sensitive Groups,36.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-05 04:00 PM,2021,11,05,16,35.6,101,Unhealthy for Sensitive Groups,22.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-05 05:00 PM,2021,11,05,17,23.8,76,Moderate,12.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-05 06:00 PM,2021,11,05,18,20.4,68,Moderate,17.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-05 07:00 PM,2021,11,05,19,25.1,78,Moderate,30.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-05 08:00 PM,2021,11,05,20,26.0,80,Moderate,27.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-05 09:00 PM,2021,11,05,21,32.5,94,Moderate,39.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-05 10:00 PM,2021,11,05,22,33.7,96,Moderate,35.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-05 11:00 PM,2021,11,05,23,39.3,110,Unhealthy for Sensitive Groups,45.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-06 12:00 AM,2021,11,06,00,56.6,152,Unhealthy,74.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-06 01:00 AM,2021,11,06,01,71.3,159,Unhealthy,86.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-06 02:00 AM,2021,11,06,02,61.1,154,Unhealthy,51.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-06 03:00 AM,2021,11,06,03,51.0,139,Unhealthy for Sensitive Groups,41.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-06 04:00 AM,2021,11,06,04,46.0,127,Unhealthy for Sensitive Groups,41.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-06 05:00 AM,2021,11,06,05,44.5,123,Unhealthy for Sensitive Groups,43.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-06 06:00 AM,2021,11,06,06,46.7,129,Unhealthy for Sensitive Groups,49.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-06 07:00 AM,2021,11,06,07,43.3,120,Unhealthy for Sensitive Groups,40.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-06 08:00 AM,2021,11,06,08,38.6,109,Unhealthy for Sensitive Groups,34.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-06 09:00 AM,2021,11,06,09,29.8,88,Moderate,21.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-06 10:00 AM,2021,11,06,10,26.9,82,Moderate,24.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-06 11:00 AM,2021,11,06,11,26.9,82,Moderate,27.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-06 12:00 PM,2021,11,06,12,23.4,75,Moderate,20.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-06 01:00 PM,2021,11,06,13,22.7,73,Moderate,22.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-06 02:00 PM,2021,11,06,14,19.8,67,Moderate,17.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-06 03:00 PM,2021,11,06,15,21.4,71,Moderate,23.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-06 04:00 PM,2021,11,06,16,16.7,61,Moderate,12.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-06 05:00 PM,2021,11,06,17,14.3,56,Moderate,12.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-06 06:00 PM,2021,11,06,18,14.6,56,Moderate,15.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-06 07:00 PM,2021,11,06,19,12.3,51,Moderate,10.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-06 08:00 PM,2021,11,06,20,11.1,46,Good,10.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-06 09:00 PM,2021,11,06,21,23.5,75,Moderate,36.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-06 10:00 PM,2021,11,06,22,21.2,70,Moderate,19.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-06 11:00 PM,2021,11,06,23,18.1,64,Moderate,15.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-07 12:00 AM,2021,11,07,00,18.0,63,Moderate,18.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-07 01:00 AM,2021,11,07,01,20.0,68,Moderate,22.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-07 02:00 AM,2021,11,07,02,21.5,71,Moderate,23.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-07 03:00 AM,2021,11,07,03,26.7,82,Moderate,32.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-07 04:00 AM,2021,11,07,04,32.8,95,Moderate,39.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-07 05:00 AM,2021,11,07,05,37.9,107,Unhealthy for Sensitive Groups,43.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-07 06:00 AM,2021,11,07,06,45.4,125,Unhealthy for Sensitive Groups,53.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-07 07:00 AM,2021,11,07,07,41.7,116,Unhealthy for Sensitive Groups,38.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-07 08:00 AM,2021,11,07,08,32.8,95,Moderate,24.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-07 09:00 AM,2021,11,07,09,28.4,85,Moderate,24.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-07 10:00 AM,2021,11,07,10,22.2,72,Moderate,16.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-07 11:00 AM,2021,11,07,11,19.1,66,Moderate,16.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-07 12:00 PM,2021,11,07,12,19.5,67,Moderate,20.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-07 01:00 PM,2021,11,07,13,22.7,73,Moderate,26.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-07 02:00 PM,2021,11,07,14,22.3,72,Moderate,22.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-07 03:00 PM,2021,11,07,15,17.1,62,Moderate,12.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-07 04:00 PM,2021,11,07,16,15.0,57,Moderate,13.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-07 05:00 PM,2021,11,07,17,15.5,58,Moderate,16.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-07 06:00 PM,2021,11,07,18,15.7,59,Moderate,16.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-07 07:00 PM,2021,11,07,19,11.3,47,Good,7.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-07 08:00 PM,2021,11,07,20,14.1,55,Moderate,17.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-07 09:00 PM,2021,11,07,21,16.5,60,Moderate,19.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-07 10:00 PM,2021,11,07,22,19.2,66,Moderate,22.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-07 11:00 PM,2021,11,07,23,19.1,66,Moderate,19.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-08 12:00 AM,2021,11,08,00,20.0,68,Moderate,21.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-08 01:00 AM,2021,11,08,01,19.0,66,Moderate,18.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-08 02:00 AM,2021,11,08,02,18.5,64,Moderate,18.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-08 03:00 AM,2021,11,08,03,21.2,70,Moderate,24.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-08 04:00 AM,2021,11,08,04,26.1,80,Moderate,31.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-08 05:00 AM,2021,11,08,05,27.0,82,Moderate,28.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-08 06:00 AM,2021,11,08,06,29.0,87,Moderate,31.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-08 07:00 AM,2021,11,08,07,34.5,98,Moderate,40.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-08 08:00 AM,2021,11,08,08,39.2,110,Unhealthy for Sensitive Groups,44.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-08 09:00 AM,2021,11,08,09,33.1,95,Moderate,27.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-08 10:00 AM,2021,11,08,10,32.0,93,Moderate,31.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-08 11:00 AM,2021,11,08,11,34.0,97,Moderate,36.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-08 12:00 PM,2021,11,08,12,25.5,79,Moderate,17.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2021-11-08 01:00 PM,2021,11,08,13,16.7,61,Moderate,8.0,UG/M3,1 Hr,Valid
